case;event_0;event_1;event_2;event_3;time;org:resource_Event_0;org:resource_Event_1;org:resource_Event_2;org:resource_Event_3;org:resource_Event_4;org:resource_Event_5;org:resource_Event_6;AMOUNT_REQ_Trace
236;0;0;0;1;0.0;0;0;0;1;0;1;1;0.06000060000600006
236;0;0;0;1;0.0;0;0;0;1;0;1;1;0.06000060000600006
236;0;0;0;1;0.0;0;0;1;1;1;0;1;0.06000060000600006
236;0;1;0;0;0.0;0;0;0;1;1;0;0;0.5000050000500005
236;0;0;0;1;0.0;0;0;0;1;0;0;0;0.06000060000600006
236;0;0;0;1;0.0;0;0;0;0;0;0;1;0.06000060000600006
236;0;0;0;1;0.0;0;0;0;0;0;0;1;0.06000060000600006
236;0;0;0;1;0.0;0;0;0;0;0;0;1;0.06000060000600006
237;0;0;0;1;0.0;0;0;1;1;0;1;0;0.2000020000200002
237;0;0;1;0;0.0;0;0;0;0;0;0;1;0.2000020000200002
237;0;0;1;0;0.0;0;0;0;1;1;1;0;0.2000020000200002
237;0;0;1;0;0.0;0;0;0;0;0;0;1;0.2000020000200002
237;0;0;1;1;0.0;0;0;1;0;1;1;0;0.2000020000200002
238;0;0;0;1;0.0;0;0;0;0;0;0;1;0.06500065000650007
238;0;0;0;1;0.0;0;0;0;0;0;0;1;0.06500065000650007
238;0;0;1;0;0.0;0;0;0;0;0;0;1;0.06500065000650007
238;0;0;1;0;0.0;0;0;0;0;0;0;1;0.06500065000650007
238;0;0;1;0;0.0;0;0;0;1;0;0;1;0.06500065000650007
238;0;0;1;0;0.0;0;0;0;1;1;0;0;0.06500065000650007
238;0;0;1;0;0.0;0;0;0;1;0;1;1;0.06500065000650007
238;0;0;1;0;0.0;0;0;0;1;0;1;0;0.06500065000650007
238;0;0;1;0;0.0;0;0;1;0;0;1;1;0.06500065000650007
238;0;0;1;0;0.0;0;0;1;0;0;1;1;0.06500065000650007
239;0;0;0;1;0.0;0;0;0;0;0;0;1;0.05000050000500005
239;0;0;0;1;0.0;0;0;0;0;0;0;1;0.05000050000500005
240;0;1;0;0;0.0;0;0;0;0;0;0;1;0.2000020000200002
240;0;1;0;0;0.0;0;0;0;0;0;0;1;0.2000020000200002
240;0;0;0;1;0.0;0;0;0;0;1;1;1;0.2000020000200002
240;0;0;1;0;0.0;0;0;0;0;1;1;1;0.2000020000200002
240;0;0;1;0;0.0;0;0;0;0;1;1;1;0.2000020000200002
240;0;0;1;0;0.0;0;0;0;0;0;0;1;0.2000020000200002
241;0;1;0;0;0.0;0;0;0;0;1;0;0;0.07500075000750007
241;0;0;0;1;0.0;0;0;0;0;1;1;1;0.07500075000750007
241;0;0;0;1;0.0;0;0;0;1;0;1;1;0.07500075000750007
241;0;0;0;1;0.0;0;0;0;0;0;0;1;0.07500075000750007
241;0;0;0;1;0.0;0;0;0;0;0;1;0;0.07500075000750007
241;0;0;0;1;0.0;0;0;0;1;1;1;1;0.07500075000750007
241;0;0;0;1;0.0;0;0;0;0;1;1;1;0.07500075000750007
241;0;0;0;1;0.0;0;0;0;0;1;1;1;0.07500075000750007
241;0;0;0;1;0.0;0;0;0;1;0;0;0;0.07500075000750007
241;0;0;0;1;0.0;0;0;0;0;0;0;1;0.07500075000750007
241;0;0;0;1;0.0;0;0;0;0;0;0;1;0.07500075000750007
242;0;0;0;1;0.0;0;0;1;1;0;0;1;0.2000020000200002
242;0;0;1;0;0.0;0;0;1;1;0;0;1;0.2000020000200002
242;0;0;1;0;0.0;0;0;1;0;1;0;0;0.2000020000200002
242;0;0;1;0;0.0;0;0;0;0;0;0;1;0.2000020000200002
242;0;0;1;0;0.0;0;0;0;0;0;0;1;0.2000020000200002
242;0;0;1;1;0.0;0;0;0;0;1;0;0;0.2000020000200002
242;0;0;1;1;0.0;0;0;0;0;1;0;0;0.2000020000200002
243;0;0;0;1;0.0;0;0;0;0;0;1;0;0.03100031000310003
243;0;0;1;0;0.0;0;0;0;0;0;1;0;0.03100031000310003
243;0;0;1;0;0.0;0;0;1;0;1;0;0;0.03100031000310003
243;0;0;1;0;0.0;0;0;0;1;0;1;1;0.03100031000310003
243;0;0;1;0;0.0;0;0;0;1;0;0;0;0.03100031000310003
243;0;0;1;0;0.0;0;1;0;0;0;0;0;0.03100031000310003
243;0;0;1;1;0.0;0;0;1;0;1;1;0;0.03100031000310003
243;0;1;0;1;0.0;0;0;0;0;0;0;1;0.03100031000310003
243;0;1;0;1;0.0;0;0;0;0;0;0;1;0.03100031000310003
243;0;0;1;1;0.0;0;0;1;0;1;1;0;0.03100031000310003
244;0;0;0;1;0.0;0;0;0;1;0;1;1;0.1000010000100001
244;0;0;1;0;0.0;0;0;0;0;1;1;0;0.1000010000100001
245;0;0;0;1;0.0;0;0;0;1;0;1;1;0.08000080000800007
245;0;0;0;1;0.0;0;0;0;1;0;1;1;0.08000080000800007
245;0;0;0;1;0.0;0;0;0;1;0;1;1;0.08000080000800007
245;0;0;1;0;0.0;0;0;0;1;0;1;1;0.08000080000800007
245;0;0;1;0;0.0;0;0;0;0;0;0;1;0.08000080000800007
245;0;0;1;0;0.0;0;0;0;0;0;0;1;0.08000080000800007
245;0;0;1;0;0.0;0;0;0;1;0;1;0;0.08000080000800007
245;0;0;1;0;0.0;0;0;0;1;0;1;1;0.08000080000800007
245;0;0;1;0;0.0;0;0;0;0;0;0;1;0.08000080000800007
246;0;1;0;0;0.0;0;0;0;0;0;1;0;0.08000080000800007
246;0;0;0;1;0.0;0;0;0;1;0;1;1;0.08000080000800007
246;0;0;1;0;0.0;0;0;0;1;0;1;1;0.08000080000800007
246;0;0;1;0;0.0;0;0;1;1;0;1;0;0.08000080000800007
246;0;0;1;0;0.0;0;0;0;0;0;0;1;0.08000080000800007
246;0;0;1;1;0.0;0;0;1;0;0;1;0;0.08000080000800007
246;0;0;1;1;0.0;0;0;1;0;0;1;0;0.08000080000800007
246;0;1;0;1;0.0;0;0;0;1;1;0;0;0.08000080000800007
246;0;1;0;1;0.0;0;0;0;0;0;0;1;0.08000080000800007
246;0;0;1;1;0.0;0;0;1;0;0;1;0;0.08000080000800007
247;0;1;0;0;0.0;0;0;0;0;0;1;0;0.16000160001600014
247;0;0;0;1;0.0;0;0;0;0;0;0;1;0.16000160001600014
247;0;0;0;1;0.0;0;0;0;0;0;0;1;0.16000160001600014
247;0;0;0;1;0.0;0;0;0;0;1;1;0;0.16000160001600014
247;0;0;1;0;0.0;0;0;1;1;0;1;0;0.16000160001600014
247;0;0;1;0;0.0;0;1;0;0;0;0;1;0.16000160001600014
247;0;0;1;0;0.0;0;0;0;0;0;0;1;0.16000160001600014
247;0;0;1;1;0.0;0;0;1;0;0;1;0;0.16000160001600014
247;0;1;0;1;0.0;0;0;1;0;0;1;1;0.16000160001600014
247;0;1;0;1;0.0;0;0;1;1;1;0;0;0.16000160001600014
247;0;1;0;1;0.0;0;0;0;1;1;1;0;0.16000160001600014
247;0;1;0;1;0.0;0;0;0;0;0;1;1;0.16000160001600014
247;0;1;0;1;0.0;0;0;0;1;0;0;0;0.16000160001600014
248;0;1;0;0;0.0;0;0;0;0;0;1;0;0.25000250002500024
248;0;0;0;1;0.0;0;0;0;0;0;0;1;0.25000250002500024
248;0;0;0;1;0.0;0;0;1;1;0;1;0;0.25000250002500024
248;0;0;1;0;0.0;0;0;1;1;0;1;0;0.25000250002500024
248;0;0;1;0;0.0;0;0;1;0;1;0;1;0.25000250002500024
249;0;1;0;0;0.0;0;0;0;0;0;1;0;0.05000050000500005
249;0;0;0;1;0.0;0;0;0;0;0;1;0;0.05000050000500005
249;0;0;1;0;0.0;0;0;0;0;0;0;1;0.05000050000500005
249;0;0;1;0;0.0;0;0;0;0;0;0;1;0.05000050000500005
249;0;0;1;0;0.0;0;0;0;1;0;0;1;0.05000050000500005
249;0;0;1;0;0.0;0;0;0;0;0;0;1;0.05000050000500005
249;0;0;1;1;0.0;0;0;0;1;1;0;1;0.05000050000500005
250;0;1;0;0;0.0;0;0;0;0;0;1;0;0.07000070000700008
250;0;0;0;1;0.0;0;0;0;0;0;0;1;0.07000070000700008
250;0;0;0;1;0.0;0;0;0;0;0;0;1;0.07000070000700008
251;0;0;0;1;0.0;0;0;0;1;0;1;1;0.09000090000900009
251;0;0;0;1;0.0;0;0;0;0;0;0;1;0.09000090000900009
251;0;0;0;1;0.0;0;0;1;0;0;0;0;0.09000090000900009
251;0;0;0;1;0.0;0;0;0;0;0;0;1;0.09000090000900009
251;0;0;0;1;0.0;0;0;0;0;0;0;1;0.09000090000900009
252;0;0;0;1;0.0;0;0;0;1;0;1;1;0.06875068750687507
252;0;0;0;1;0.0;0;0;0;0;0;0;1;0.09000090000900009
252;0;0;0;1;0.0;0;0;0;0;0;0;1;0.09000090000900009
253;0;0;0;1;0.0;0;0;0;0;0;1;0;0.08000080000800007
253;0;0;0;1;0.0;0;0;0;0;0;0;1;0.08000080000800007
253;0;0;1;0;0.0;0;0;0;0;0;0;1;0.08000080000800007
253;0;0;1;0;0.0;0;0;0;0;0;0;1;0.08000080000800007
253;0;0;1;1;0.0;0;0;1;0;1;1;0;0.08000080000800007
254;0;0;0;1;0.0;0;0;0;0;0;0;1;0.17000170001700016
254;0;0;0;1;0.0;0;0;0;0;0;0;1;0.17000170001700016
254;0;0;1;0;0.0;0;0;0;0;0;0;1;0.17000170001700016
254;0;0;1;0;0.0;0;0;1;1;1;0;0;0.17000170001700016
254;0;0;1;0;0.0;0;0;1;1;1;0;0;0.17000170001700016
254;0;0;1;0;0.0;0;0;0;0;0;0;1;0.17000170001700016
254;0;0;1;1;0.0;0;0;0;0;1;0;0;0.17000170001700016
255;0;0;0;1;0.0;0;0;0;0;0;0;1;0.05000050000500005
255;0;0;0;1;0.0;0;0;1;1;0;1;0;0.05000050000500005
255;0;0;1;0;0.0;0;0;1;1;0;1;0;0.05000050000500005
255;0;0;1;0;0.0;0;0;1;1;0;1;0;0.05000050000500005
255;0;0;1;0;0.0;0;1;0;0;0;0;1;0.05000050000500005
255;0;0;1;0;0.0;0;0;0;0;0;0;1;0.05000050000500005
255;0;0;1;1;0.0;0;0;0;1;1;0;1;0.05000050000500005
256;0;0;0;1;0.0;0;0;0;0;0;1;0;0.1000010000100001
256;0;0;0;1;0.0;0;0;0;1;0;1;1;0.1000010000100001
256;0;0;1;0;0.0;0;0;0;1;0;1;1;0.1000010000100001
256;0;0;1;0;0.0;0;0;1;1;0;1;0;0.1000010000100001
256;0;0;1;0;0.0;0;0;0;0;0;0;1;0.1000010000100001
256;0;0;1;0;0.0;0;0;0;0;0;0;1;0.1000010000100001
256;0;0;1;0;0.0;0;0;0;0;0;0;1;0.1000010000100001
256;0;1;0;0;0.0;0;0;0;0;0;0;1;0.05000050000500005
256;0;0;1;0;0.0;0;0;0;0;0;0;1;0.1000010000100001
256;0;0;1;0;0.0;0;0;0;0;0;0;1;0.1000010000100001
256;0;0;1;0;0.0;0;0;0;0;0;0;1;0.1000010000100001
256;0;0;1;1;0.0;0;0;1;0;0;1;0;0.1000010000100001
257;0;1;0;0;0.0;0;0;1;1;0;1;0;0.05500055000550005
257;0;1;0;0;0.0;0;0;1;1;0;1;0;0.05500055000550005
258;0;1;0;0;0.0;0;0;1;1;0;1;0;0.12500125001250012
258;0;0;0;1;0.0;0;0;0;0;0;1;0;0.12500125001250012
258;0;0;1;0;0.0;0;0;0;0;1;1;0;0.12500125001250012
258;0;0;1;0;0.0;0;0;0;0;0;0;1;0.12500125001250012
258;0;0;1;0;0.0;0;0;0;0;1;1;1;0.12500125001250012
258;0;0;1;0;0.0;0;1;0;0;0;0;1;0.12500125001250012
258;0;0;1;0;0.0;0;0;0;0;0;0;1;0.12500125001250012
258;0;0;1;0;0.0;0;0;0;0;0;0;1;0.12500125001250012
259;0;0;0;1;0.0;0;0;0;0;1;1;0;0.15500155001550014
259;0;0;0;1;0.0;0;0;0;0;1;1;0;0.15500155001550014
259;0;0;1;0;0.0;0;0;0;0;1;1;0;0.15500155001550014
260;0;1;0;0;0.0;0;0;0;0;0;1;0;0.16500165001650016
260;0;0;0;1;0.0;0;0;0;0;0;1;0;0.16500165001650016
261;0;0;0;1;0.0;0;0;0;1;0;1;1;0.1000010000100001
261;0;0;1;0;0.0;0;0;0;1;0;1;1;0.1000010000100001
261;0;0;1;0;0.0;0;0;1;1;0;1;0;0.1000010000100001
261;0;0;1;0;0.0;0;0;0;0;0;0;1;0.1000010000100001
261;0;0;1;0;0.0;0;0;0;1;1;0;1;0.1000010000100001
261;0;0;1;0;0.0;0;0;1;0;0;0;0;0.1000010000100001
261;0;0;1;0;0.0;0;0;0;1;1;0;0;0.1000010000100001
261;0;0;1;0;0.0;0;0;0;1;0;1;0;0.1000010000100001
261;0;0;1;0;0.0;0;0;0;0;0;0;1;0.1000010000100001
261;0;0;1;0;0.0;0;0;1;1;0;1;1;0.1000010000100001
261;0;0;1;0;0.0;0;0;0;0;0;0;1;0.1000010000100001
261;0;0;1;0;0.0;0;0;0;0;0;0;1;0.1000010000100001
262;0;0;0;1;0.0;0;0;0;1;0;1;1;0.15000150001500015
262;0;0;0;1;0.0;0;0;1;0;0;1;1;0.15000150001500015
262;0;0;1;0;0.0;0;0;1;1;0;1;0;0.15000150001500015
262;0;0;1;0;0.0;0;0;0;0;1;1;0;0.15000150001500015
262;0;0;1;0;0.0;0;0;0;0;0;1;1;0.15000150001500015
262;0;0;1;0;0.0;0;0;0;0;0;1;1;0.15000150001500015
262;0;0;1;0;0.0;0;0;0;0;0;1;1;0.15000150001500015
262;0;0;1;0;0.0;0;0;0;0;0;1;1;0.15000150001500015
262;0;0;1;0;0.0;0;0;0;0;0;1;1;0.15000150001500015
262;0;0;1;0;0.0;0;0;0;0;0;1;1;0.15000150001500015
262;0;0;1;0;0.0;0;0;0;0;0;1;1;0.15000150001500015
262;0;0;1;0;0.0;0;0;0;0;0;1;1;0.15000150001500015
262;0;0;1;0;0.0;0;0;0;0;0;1;1;0.15000150001500015
262;0;0;1;0;0.0;0;0;0;0;0;1;1;0.15000150001500015
262;0;0;1;1;0.0;0;0;1;0;0;1;0;0.15000150001500015
263;0;0;0;1;0.0;0;0;0;0;0;1;0;0.05000050000500005
263;0;0;0;1;0.0;0;0;1;1;0;1;0;0.05000050000500005
263;0;0;1;0;0.0;0;0;1;1;0;1;0;0.05000050000500005
263;0;0;1;0;0.0;0;0;0;0;0;1;0;0.05000050000500005
263;0;0;1;0;0.0;0;0;0;0;0;1;0;0.05000050000500005
263;0;0;1;0;0.0;0;0;0;0;0;0;1;0.05000050000500005
263;0;0;1;1;0.0;0;0;0;1;1;0;1;0.05000050000500005
263;0;0;1;1;0.0;0;0;1;0;0;1;0;0.05000050000500005
263;0;0;1;1;0.0;0;0;1;0;0;1;0;0.05000050000500005
264;0;1;0;0;0.0;0;0;0;0;0;1;0;0.13000130001300014
264;0;0;0;1;0.0;0;0;0;1;0;1;1;0.13000130001300014
264;0;0;0;1;0.0;0;0;0;1;1;1;1;0.13000130001300014
264;0;0;0;1;0.0;0;0;1;0;0;0;0;0.13000130001300014
264;0;0;0;1;0.0;0;0;0;0;0;0;1;0.13000130001300014
264;0;0;0;1;0.0;0;0;0;0;0;0;1;0.13000130001300014
264;0;0;0;1;0.0;0;0;0;0;0;0;1;0.34862348623486233
264;0;0;0;1;0.0;0;0;0;0;0;0;1;0.13000130001300014
265;0;0;0;1;0.0;0;0;0;1;0;1;1;0.08000080000800007
265;0;0;0;1;0.0;0;0;0;1;0;1;1;0.08000080000800007
265;0;0;1;0;0.0;0;0;0;1;0;1;1;0.08000080000800007
265;0;0;1;0;0.0;0;0;1;1;0;1;0;0.08000080000800007
265;0;0;1;0;0.0;0;0;0;0;0;0;1;0.08000080000800007
265;0;0;1;1;0.0;0;0;0;1;1;0;1;0.08000080000800007
266;0;0;0;1;0.0;0;0;0;0;0;1;0;0.040000400004000035
266;0;0;1;0;0.0;0;0;1;1;0;1;0;0.040000400004000035
266;0;0;1;0;0.0;0;1;0;0;0;0;1;0.040000400004000035
266;0;0;1;0;0.0;0;0;0;0;0;0;1;0.040000400004000035
266;0;0;1;1;0.0;0;0;0;1;1;0;1;0.040000400004000035
266;0;1;0;1;0.0;0;0;0;1;1;0;1;0.040000400004000035
266;0;1;0;1;0.0;0;0;1;1;0;0;0;0.040000400004000035
266;0;0;1;1;0.0;0;0;0;1;1;0;1;0.040000400004000035
267;0;1;0;0;0.0;0;0;1;1;0;1;0;0.03500035000350003
268;0;0;0;1;0.0;0;0;0;1;0;1;1;0.06000060000600006
268;0;0;0;1;0.0;0;0;0;1;1;0;0;0.06000060000600006
268;0;0;1;0;0.0;0;0;0;1;1;0;0;0.06000060000600006
268;0;0;1;0;0.0;0;0;0;1;1;0;0;0.06000060000600006
268;0;0;1;0;0.0;0;0;0;1;1;0;0;0.06000060000600006
268;0;0;1;0;0.0;0;0;0;1;1;0;0;0.06000060000600006
268;0;0;1;0;0.0;0;0;0;1;1;0;0;0.06000060000600006
268;0;0;1;0;0.0;0;0;0;1;1;0;0;0.06000060000600006
268;0;0;1;0;0.0;0;0;0;1;1;0;0;0.06000060000600006
268;0;0;1;0;0.0;0;0;0;1;1;0;0;0.06000060000600006
268;0;0;1;0;0.0;0;0;0;1;1;0;0;0.06000060000600006
268;0;0;1;0;0.0;0;0;0;1;1;0;0;0.06000060000600006
268;0;0;1;0;0.0;0;0;0;1;0;0;0;0.06000060000600006
268;0;0;1;0;0.0;0;0;1;0;0;0;0;0.06000060000600006
268;0;0;1;0;0.0;0;0;0;1;1;0;0;0.06000060000600006
268;0;0;1;0;0.0;0;0;0;1;1;0;0;0.06000060000600006
268;0;0;1;0;0.0;0;0;0;1;0;0;0;0.06000060000600006
268;0;0;1;0;0.0;0;0;0;1;1;1;0;0.06000060000600006
268;0;0;1;0;0.0;0;0;0;1;0;1;0;0.06000060000600006
268;0;0;1;0;0.0;0;0;0;0;0;1;0;0.06000060000600006
269;0;0;0;1;0.0;0;0;0;1;0;1;1;0.05000050000500005
269;0;0;0;1;0.0;0;0;0;1;0;1;1;0.05000050000500005
269;0;0;0;1;0.0;0;0;0;1;0;1;1;0.05000050000500005
269;0;0;0;1;0.0;0;0;0;1;0;1;1;0.05000050000500005
269;0;0;0;1;0.0;0;0;0;1;0;1;1;0.05000050000500005
269;0;0;0;1;0.0;0;0;0;1;0;1;1;0.05000050000500005
269;0;0;0;1;0.0;0;0;0;1;0;1;1;0.05000050000500005
269;0;0;0;1;0.0;0;0;0;1;0;1;1;0.05000050000500005
269;0;0;0;1;0.0;0;0;0;1;0;1;1;0.05000050000500005
269;0;0;0;1;0.0;0;0;0;1;0;1;1;0.05000050000500005
269;0;0;0;1;0.0;0;0;0;0;0;0;1;0.05000050000500005
269;0;0;0;1;0.0;0;0;0;0;0;0;1;0.05000050000500005
270;0;0;0;1;0.0;0;0;0;1;1;0;0;0.1000010000100001
270;0;0;1;0;0.0;0;0;0;1;1;0;0;0.1000010000100001
270;0;0;1;0;0.0;0;0;0;1;0;0;0;0.1000010000100001
270;0;0;1;0;0.0;0;1;0;1;0;0;1;0.1000010000100001
270;0;0;1;0;0.0;0;0;0;1;0;1;0;0.1000010000100001
270;0;0;1;0;0.0;0;0;1;0;0;0;0;0.1000010000100001
270;0;0;1;0;0.0;0;0;1;1;0;1;1;0.1000010000100001
270;0;0;1;0;0.0;0;0;1;1;0;1;1;0.1000010000100001
271;0;0;0;1;0.0;0;0;0;0;0;0;1;0.06000060000600006
271;0;0;1;0;0.0;0;0;0;0;0;0;1;0.06000060000600006
271;0;0;1;0;0.0;0;0;0;0;0;1;1;0.06000060000600006
271;0;0;1;1;0.0;0;0;1;0;1;1;0;0.06000060000600006
271;0;0;1;1;0.0;0;0;1;0;1;1;0;0.06000060000600006
271;0;0;1;1;0.0;0;0;0;0;1;0;1;0.06000060000600006
271;0;0;1;1;0.0;0;0;1;0;1;1;0;0.06000060000600006
272;0;0;0;1;0.0;0;0;0;0;0;0;1;0.07000070000700008
272;0;0;0;1;0.0;0;0;0;1;0;1;1;0.07000070000700008
272;0;0;0;1;0.0;0;0;0;1;0;1;1;0.07000070000700008
272;0;0;0;1;0.0;0;0;0;0;0;0;1;0.07000070000700008
272;0;0;0;1;0.0;0;0;1;1;1;0;1;0.07000070000700008
272;0;0;1;0;0.0;0;0;0;1;0;0;0;0.07000070000700008
272;0;0;1;0;0.0;0;1;0;1;0;0;1;0.07000070000700008
272;0;0;1;0;0.0;0;0;0;0;0;1;0;0.07000070000700008
273;0;0;0;1;0.0;0;0;0;1;1;0;0;0.06000060000600006
273;0;0;1;0;0.0;0;0;0;1;1;0;0;0.06000060000600006
273;0;0;1;0;0.0;0;0;0;0;0;1;1;0.06000060000600006
273;0;0;1;1;0.0;0;0;1;0;1;1;0;0.06000060000600006
274;0;1;0;0;0.0;0;1;0;0;0;0;1;0.15500155001550014
274;0;1;0;0;0.0;0;1;0;0;0;0;1;0.15500155001550014
274;0;1;0;0;0.0;0;1;0;0;0;0;1;0.15500155001550014
274;0;1;0;0;0.0;0;1;0;0;0;0;1;0.15500155001550014
274;0;1;0;0;0.0;0;0;1;1;1;1;1;0.15500155001550014
274;0;1;0;0;0.0;0;0;1;1;1;1;1;0.15500155001550014
274;0;0;0;1;0.0;0;0;0;1;1;0;0;0.15500155001550014
274;0;0;1;0;0.0;0;1;0;0;0;0;0;0.15500155001550014
274;0;0;1;1;0.0;0;0;0;0;1;0;1;0.15500155001550014
275;0;1;0;0;0.0;0;1;0;0;0;0;1;0.1000010000100001
275;0;1;0;0;0.0;0;1;0;0;0;0;1;0.1000010000100001
275;0;0;0;1;0.0;0;0;0;1;1;0;0;0.1000010000100001
275;0;0;0;1;0.0;0;0;0;1;0;1;1;0.1000010000100001
275;0;0;0;1;0.0;0;0;0;0;0;0;1;0.1000010000100001
275;0;0;0;1;0.0;0;0;1;0;0;0;0;0.1000010000100001
275;0;0;0;1;0.0;0;0;0;0;1;1;1;0.1000010000100001
275;0;0;0;1;0.0;0;0;0;1;1;1;1;0.1000010000100001
275;0;0;0;1;0.0;0;0;0;0;0;0;1;0.1000010000100001
275;0;0;0;1;0.0;0;0;0;0;0;0;1;0.1000010000100001
275;0;0;0;1;0.0;0;0;0;0;0;0;1;0.1000010000100001
275;0;0;0;1;0.0;0;0;0;0;0;0;1;0.1000010000100001
276;0;0;0;1;0.0;0;0;0;0;0;0;1;0.4000040000400004
276;0;0;0;1;0.0;0;0;0;0;1;1;1;0.4000040000400004
276;0;0;0;1;0.0;0;0;0;0;0;0;1;0.4000040000400004
276;0;0;0;1;0.0;0;0;0;0;0;0;1;0.4000040000400004
276;0;0;0;1;0.0;0;0;1;1;0;1;1;0.4000040000400004
276;0;0;0;1;0.0;0;0;0;1;0;0;0;0.4000040000400004
276;0;0;0;1;0.0;0;0;0;0;0;0;1;0.4000040000400004
276;0;0;0;1;0.0;0;0;1;0;0;0;0;0.4000040000400004
276;0;0;0;1;0.0;0;0;0;0;0;0;1;0.4000040000400004
276;0;0;0;1;0.0;0;0;1;1;0;1;0;0.4000040000400004
277;0;0;0;1;0.0;0;0;0;0;0;0;1;0.3000030000300003
277;0;0;0;1;0.0;0;0;0;1;0;1;1;0.3000030000300003
277;0;0;0;1;0.0;0;0;0;0;1;1;1;0.3000030000300003
277;0;0;0;1;0.0;0;0;0;1;1;1;0;0.3000030000300003
277;0;0;0;1;0.0;0;0;1;0;1;0;1;0.3000030000300003
277;0;0;0;1;0.0;0;1;1;1;0;1;1;0.3000030000300003
277;0;0;1;0;0.0;0;0;0;1;0;1;1;0.3000030000300003
277;0;0;1;0;0.0;0;0;0;0;0;0;1;0.3000030000300003
277;0;0;1;1;0.0;0;0;1;0;1;1;0;0.3000030000300003
277;0;0;1;1;0.0;0;0;1;0;0;1;0;0.3000030000300003
277;0;0;1;1;0.0;0;0;1;0;0;1;0;0.3000030000300003
278;0;0;0;1;0.0;0;0;0;0;0;0;1;0.15000150001500015
278;0;0;0;1;0.0;0;0;0;0;0;0;1;0.15000150001500015
278;0;0;1;0;0.0;0;0;0;0;0;0;1;0.15000150001500015
278;0;0;1;0;0.0;0;0;0;1;0;0;0;0.15000150001500015
278;0;0;1;0;0.0;0;0;0;1;0;0;1;0.15000150001500015
278;0;0;1;0;0.0;0;0;0;1;1;0;0;0.15000150001500015
278;0;0;1;0;0.0;0;0;0;0;1;1;1;0.15000150001500015
278;0;0;1;0;0.0;0;0;0;0;1;1;1;0.15000150001500015
278;0;0;1;0;0.0;0;0;0;0;0;0;1;0.15000150001500015
278;0;0;1;0;0.0;0;1;0;0;0;1;0;0.15000150001500015
278;0;0;1;0;0.0;0;0;0;1;1;0;1;0.15000150001500015
278;0;0;1;0;0.0;0;0;0;1;1;0;1;0.15000150001500015
279;0;1;0;1;0.0;0;0;0;0;0;0;1;0.2100021000210002
279;0;1;0;0;0.0;0;1;0;0;0;0;1;0.17000170001700016
279;0;0;0;1;0.0;0;0;0;1;1;0;0;0.17000170001700016
279;0;0;0;1;0.0;0;0;0;1;1;0;0;0.17000170001700016
279;0;0;1;0;0.0;0;0;0;0;0;0;1;0.17000170001700016
280;0;1;0;0;0.0;0;1;0;0;0;0;1;0.2900029000290003
280;0;0;0;1;0.0;0;0;0;1;1;0;0;0.2900029000290003
280;0;0;0;1;0.0;0;0;0;1;1;0;0;0.2900029000290003
280;0;0;0;1;0.0;0;0;0;1;1;0;0;0.2900029000290003
280;0;0;0;1;0.0;0;0;0;0;1;1;1;0.2900029000290003
280;0;0;0;1;0.0;0;0;0;0;0;0;1;0.2900029000290003
280;0;0;0;1;0.0;0;0;0;1;0;0;0;0.2900029000290003
280;0;0;0;1;0.0;0;0;0;0;0;0;1;0.2900029000290003
280;0;0;0;1;0.0;0;0;1;0;0;0;0;0.2900029000290003
280;0;0;0;1;0.0;0;0;0;0;1;1;0;0.2900029000290003
280;0;0;0;1;0.0;0;0;0;0;1;1;1;0.2900029000290003
280;0;0;0;1;0.0;0;0;0;1;0;0;0;0.2900029000290003
280;0;0;0;1;0.0;0;0;1;0;0;0;0;0.2900029000290003
280;0;0;0;1;0.0;0;0;1;0;0;0;0;0.2900029000290003
280;0;0;0;1;0.0;0;0;1;0;0;0;0;0.2900029000290003
281;0;1;0;0;0.0;0;1;0;0;0;0;1;0.040000400004000035
281;0;0;0;1;0.0;0;0;0;1;1;1;1;0.040000400004000035
281;0;0;0;1;0.0;0;0;1;1;0;1;1;0.040000400004000035
281;0;0;0;1;0.0;0;0;0;1;0;0;0;0.040000400004000035
281;0;0;0;1;0.0;0;0;0;1;0;1;1;0.040000400004000035
281;0;0;0;1;0.0;0;0;1;1;0;1;1;0.040000400004000035
281;0;0;0;1;0.0;0;0;0;1;0;1;1;0.040000400004000035
281;0;0;0;1;0.0;0;0;0;0;0;0;1;0.040000400004000035
281;0;0;0;1;0.0;0;1;0;0;0;1;0;0.040000400004000035
282;0;1;0;0;0.0;0;1;0;0;0;0;1;0.1900019000190002
282;0;0;0;1;0.0;0;0;0;1;1;0;0;0.1900019000190002
282;0;0;0;1;0.0;0;0;0;0;1;1;0;0.1900019000190002
282;0;0;1;1;0.0;0;1;0;0;0;1;0;0.15000150001500015
282;0;0;0;1;0.0;0;0;0;0;1;1;0;0.1900019000190002
282;0;0;1;0;0.0;0;0;0;1;0;0;0;0.1900019000190002
282;0;0;1;0;0.0;0;0;1;0;0;0;0;0.1900019000190002
283;0;0;0;1;0.0;0;0;0;0;0;0;1;0.06500065000650007
283;0;0;1;0;0.0;0;0;0;0;0;0;1;0.06500065000650007
283;0;0;1;0;0.0;0;0;0;1;0;0;0;0.06500065000650007
284;0;0;0;1;0.0;0;0;0;0;0;0;1;0.06000060000600006
284;0;0;1;0;0.0;0;0;0;0;0;0;1;0.06000060000600006
