case;event;time;org:resource_Event;AMOUNT_REQ_Trace
516;0;10.10.2011-12:59:42;0;0.12500125001250012
517;0;10.10.2011-10:00:38;0;0.05000050000500005
517;1;10.10.2011-10:02:57;0;0.05000050000500005
517;1;10.10.2011-10:05:04;0;0.05000050000500005
517;1;10.10.2011-10:05:21;0;0.05000050000500005
517;1;17.10.2011-16:33:11;7;0.05000050000500005
518;0;10.10.2011-13:09:36;0;0.14000140001400013
518;0;10.10.2011-14:53:12;0;0.14000140001400013
518;1;10.10.2011-14:54:27;0;0.14000140001400013
518;1;10.10.2011-14:57:45;0;0.14000140001400013
518;1;17.10.2011-18:41:21;7;0.14000140001400013
518;1;19.10.2011-08:51:09;15;0.14000140001400013
518;1;20.10.2011-18:09:12;8;0.14000140001400013
518;1;20.10.2011-18:21:47;8;0.14000140001400013
518;1;24.10.2011-17:10:07;1;0.14000140001400013
518;1;24.10.2011-18:21:13;1;0.14000140001400013
518;1;10.11.2011-08:15:33;1;0.14000140001400013
519;3;10.10.2011-07:50:28;32;0.12500125001250012
520;0;10.10.2011-10:11:06;0;0.05000050000500005
520;0;10.10.2011-15:21:10;0;0.05000050000500005
520;0;10.10.2011-16:01:50;6;0.05000050000500005
520;1;17.10.2011-06:26:56;6;0.05000050000500005
521;0;10.10.2011-13:11:34;0;0.07000070000700007
521;0;10.10.2011-14:09:31;0;0.07000070000700007
521;0;10.10.2011-17:20:25;10;0.07000070000700007
521;0;10.10.2011-17:55:42;0;0.07000070000700007
521;1;10.10.2011-18:04:02;0;0.07000070000700007
521;1;18.10.2011-10:49:23;0;0.07000070000700007
521;1;19.10.2011-16:13:33;7;0.07000070000700007
521;1;19.10.2011-16:48:16;23;0.07000070000700007
521;1;25.10.2011-11:19:19;11;0.07000070000700007
521;1;27.10.2011-10:41:17;11;0.07000070000700007
521;1;29.10.2011-13:25:43;1;0.07000070000700007
521;1;01.11.2011-14:54:25;11;0.07000070000700007
521;1;05.11.2011-11:02:11;18;0.07000070000700007
521;1;07.11.2011-18:51:08;32;0.07000070000700007
521;1;10.11.2011-08:15:35;32;0.07000070000700007
522;0;10.10.2011-10:22:23;0;0.06800068000680007
522;1;10.10.2011-10:24:06;0;0.06800068000680007
522;1;17.10.2011-17:43:16;7;0.06800068000680007
522;1;18.10.2011-10:53:13;8;0.06800068000680007
522;1;18.10.2011-12:02:55;0;0.06800068000680007
522;1;24.10.2011-11:57:34;15;0.06800068000680007
522;1;25.10.2011-07:59:32;2;0.06800068000680007
522;2;28.10.2011-13:26:23;3;0.06800068000680007
523;0;10.10.2011-10:30:29;0;0.1000010000100001
523;0;10.10.2011-12:45:52;20;0.1000010000100001
523;1;10.10.2011-12:54:51;20;0.1000010000100001
523;1;17.10.2011-11:08:31;1;0.1000010000100001
523;1;19.10.2011-13:18:20;0;0.1000010000100001
523;1;25.10.2011-08:45:14;0;0.1000010000100001
523;1;25.10.2011-09:32:36;2;0.1000010000100001
523;2;28.10.2011-14:20:54;17;0.1000010000100001
524;0;10.10.2011-10:38:56;0;0.2000020000200002
524;0;10.10.2011-11:08:48;11;0.2000020000200002
524;0;10.10.2011-12:35:52;11;0.2000020000200002
524;1;10.10.2011-12:37:01;11;0.2000020000200002
524;1;10.10.2011-12:44:07;11;0.2000020000200002
524;1;17.10.2011-18:16:13;7;0.2000020000200002
524;1;18.10.2011-15:56:23;7;0.2000020000200002
524;1;18.10.2011-16:57:57;10;0.2000020000200002
524;1;20.10.2011-17:33:50;40;0.2000020000200002
524;1;21.10.2011-18:44:55;12;0.2000020000200002
524;1;24.10.2011-15:14:24;15;0.2000020000200002
524;1;04.11.2011-16:14:15;0;0.2000020000200002
524;1;05.11.2011-14:56:15;18;0.2000020000200002
524;1;08.11.2011-19:24:05;33;0.2000020000200002
524;1;10.11.2011-08:15:30;33;0.2000020000200002
525;3;10.10.2011-07:48:39;32;0.08000080000800008
525;0;10.10.2011-14:02:08;11;0.08000080000800008
525;0;10.10.2011-14:07:14;11;0.08000080000800008
525;1;10.10.2011-14:09:58;11;0.08000080000800008
525;1;10.10.2011-14:11:33;11;0.08000080000800008
525;1;17.10.2011-18:30:56;7;0.08000080000800008
525;1;18.10.2011-11:41:58;1;0.08000080000800008
525;1;19.10.2011-17:06:09;7;0.08000080000800008
525;1;21.10.2011-17:31:49;9;0.08000080000800008
526;3;10.10.2011-07:35:25;32;0.05000050000500005
527;3;10.10.2011-07:31:22;32;0.05000050000500005
527;0;10.10.2011-10:37:25;11;0.05000050000500005
527;1;10.10.2011-10:38:21;11;0.05000050000500005
527;1;17.10.2011-08:47:10;2;0.05000050000500005
527;2;20.10.2011-08:00:33;12;0.05000050000500005
528;0;10.10.2011-12:37:15;0;0.09000090000900009
528;0;10.10.2011-12:47:31;0;0.09000090000900009
529;0;10.10.2011-11:16:42;0;0.07500075000750007
529;1;10.10.2011-11:18:49;0;0.07500075000750007
529;1;17.10.2011-09:00:27;0;0.07500075000750007
529;2;19.10.2011-07:32:51;12;0.07500075000750007
529;2;19.10.2011-07:58:04;12;0.07500075000750007
529;4;19.10.2011-08:46:31;0;0.07500075000750007
529;4;19.10.2011-09:15:47;28;0.07500075000750007
529;4;19.10.2011-15:25:14;19;0.07500075000750007
529;2;20.10.2011-06:29:25;12;0.07500075000750007
530;0;10.10.2011-13:08:37;0;0.13000130001300014
530;0;10.10.2011-13:18:19;0;0.13000130001300014
530;1;10.10.2011-13:38:39;0;0.13000130001300014
530;1;17.10.2011-18:22:34;7;0.13000130001300014
530;1;18.10.2011-07:56:24;0;0.13000130001300014
530;2;18.10.2011-08:22:11;4;0.13000130001300014
531;0;10.10.2011-13:03:54;0;0.17500175001750018
531;0;10.10.2011-15:39:58;6;0.17500175001750018
531;0;11.10.2011-08:15:13;20;0.17500175001750018
532;0;10.10.2011-08:04:03;0;0.15000150001500015
532;0;10.10.2011-15:34:35;6;0.15000150001500015
532;0;10.10.2011-16:25:30;10;0.15000150001500015
532;1;10.10.2011-16:28:50;10;0.15000150001500015
532;1;14.10.2011-08:42:13;31;0.15000150001500015
532;2;18.10.2011-10:31:34;4;0.15000150001500015
533;3;10.10.2011-07:42:10;32;0.05000050000500005
533;3;10.10.2011-07:52:34;32;0.05000050000500005
534;3;10.10.2011-07:42:10;32;0.07500075000750007
534;3;10.10.2011-07:42:54;32;0.07500075000750007
534;0;10.10.2011-10:42:55;11;0.07500075000750007
534;0;10.10.2011-11:28:18;5;0.07500075000750007
534;0;10.10.2011-15:27:44;10;0.07500075000750007
534;0;11.10.2011-07:48:34;28;0.07500075000750007
534;0;11.10.2011-08:24:33;28;0.07500075000750007
534;0;11.10.2011-09:44:45;0;0.07500075000750007
534;0;11.10.2011-10:35:57;0;0.07500075000750007
534;0;11.10.2011-17:40:06;7;0.07500075000750007
535;3;10.10.2011-07:35:04;32;0.07000070000700007
535;0;10.10.2011-10:44:14;11;0.07000070000700007
535;0;10.10.2011-10:58:48;14;0.07000070000700007
535;1;17.10.2011-09:26:11;2;0.07000070000700007
535;2;20.10.2011-13:19:36;12;0.07000070000700007
536;3;10.10.2011-07:21:56;32;0.03000030000300003
537;0;10.10.2011-09:15:03;14;0.1000010000100001
537;1;14.10.2011-08:46:13;31;0.1000010000100001
537;2;18.10.2011-07:41:04;12;0.1000010000100001
537;4;18.10.2011-08:42:37;8;0.1000010000100001
537;4;18.10.2011-09:55:20;8;0.1000010000100001
537;2;18.10.2011-10:21:19;12;0.1000010000100001
538;3;10.10.2011-09:39:34;32;0.06000060000600006
539;3;10.10.2011-08:48:02;24;0.05000050000500005
539;0;10.10.2011-09:16:27;24;0.05000050000500005
540;3;10.10.2011-09:03:34;11;0.3000030000300003
541;3;10.10.2011-09:39:48;32;0.055000550005500054
542;0;10.10.2011-09:26:10;0;0.16000160001600017
542;0;10.10.2011-11:31:43;11;0.16000160001600017
542;0;10.10.2011-13:48:32;11;0.16000160001600017
542;1;17.10.2011-18:24:19;7;0.16000160001600017
542;1;19.10.2011-16:41:59;7;0.16000160001600017
542;1;20.10.2011-07:38:46;0;0.16000160001600017
542;2;27.10.2011-09:17:10;3;0.16000160001600017
542;4;27.10.2011-10:11:42;0;0.16000160001600017
542;4;27.10.2011-11:52:54;13;0.16000160001600017
542;4;27.10.2011-12:24:49;13;0.16000160001600017
542;4;27.10.2011-17:01:54;13;0.16000160001600017
543;3;10.10.2011-09:39:21;32;0.07500075000750007
544;3;10.10.2011-10:00:07;30;0.15000150001500015
545;0;10.10.2011-09:37:45;11;0.3900039000390004
545;1;13.10.2011-09:26:34;2;0.3900039000390004
545;2;13.10.2011-13:39:09;2;0.3900039000390004
545;4;13.10.2011-13:41:28;2;0.3900039000390004
545;4;13.10.2011-19:01:08;19;0.3900039000390004
545;4;14.10.2011-08:39:51;14;0.3900039000390004
545;4;17.10.2011-08:17:47;0;0.3900039000390004
545;2;17.10.2011-10:44:29;3;0.3900039000390004
545;4;17.10.2011-10:51:02;24;0.3900039000390004
545;4;17.10.2011-11:10:13;0;0.3900039000390004
545;4;18.10.2011-04:15:06;0;0.3900039000390004
545;4;18.10.2011-07:44:37;8;0.3900039000390004
545;4;18.10.2011-08:43:27;8;0.3900039000390004
545;4;20.10.2011-07:31:19;2;0.3900039000390004
545;4;25.10.2011-07:26:59;11;0.3900039000390004
545;4;27.10.2011-12:10:10;2;0.3900039000390004
545;4;03.11.2011-07:40:20;2;0.3900039000390004
545;4;07.11.2011-08:19:52;4;0.3900039000390004
545;4;07.11.2011-08:39:11;4;0.3900039000390004
545;4;07.11.2011-13:41:57;0;0.3900039000390004
545;4;09.11.2011-11:42:17;38;0.3900039000390004
545;2;09.11.2011-11:52:27;3;0.3900039000390004
546;3;10.10.2011-10:03:15;30;0.3000030000300003
546;0;10.10.2011-10:48:06;11;0.3000030000300003
546;0;10.10.2011-10:48:31;11;0.3000030000300003
546;0;10.10.2011-12:59:33;11;0.3000030000300003
547;3;10.10.2011-10:01:51;30;0.2000020000200002
548;0;10.10.2011-10:03:06;0;0.25000250002500024
548;0;10.10.2011-10:22:43;14;0.25000250002500024
548;1;17.10.2011-16:38:21;7;0.25000250002500024
548;1;24.10.2011-08:22:45;0;0.25000250002500024
548;2;27.10.2011-17:57:14;17;0.25000250002500024
548;2;28.10.2011-07:44:01;17;0.25000250002500024
549;0;10.10.2011-10:44:14;11;0.1000010000100001
549;0;10.10.2011-12:23:44;11;0.1000010000100001
549;0;10.10.2011-15:36:44;6;0.1000010000100001
549;0;10.10.2011-18:42:09;10;0.1000010000100001
549;1;10.10.2011-18:49:56;10;0.1000010000100001
549;1;18.10.2011-10:50:33;0;0.1000010000100001
549;1;21.10.2011-08:38:39;0;0.1000010000100001
549;1;21.10.2011-16:33:50;6;0.1000010000100001
549;1;24.10.2011-12:55:49;15;0.1000010000100001
549;1;24.10.2011-17:21:35;32;0.1000010000100001
549;1;08.11.2011-19:51:50;7;0.1000010000100001
550;0;10.10.2011-11:04:02;11;0.5000050000500005
550;1;10.10.2011-11:07:30;11;0.5000050000500005
550;1;17.10.2011-09:05:14;0;0.5000050000500005
550;2;21.10.2011-10:54:42;21;0.5000050000500005
550;2;21.10.2011-11:36:36;21;0.5000050000500005
551;3;10.10.2011-10:40:57;32;0.15000150001500015
552;3;10.10.2011-10:27:03;32;0.4500045000450005
552;3;10.10.2011-10:33:34;32;0.4500045000450005
552;0;10.10.2011-10:40:23;32;0.4500045000450005
552;0;10.10.2011-15:32:39;10;0.4500045000450005
552;0;10.10.2011-16:02:11;6;0.4500045000450005
552;0;10.10.2011-16:15:57;6;0.4500045000450005
553;3;10.10.2011-11:30:59;20;0.12000120001200013
553;0;10.10.2011-13:09:55;11;0.12000120001200013
554;3;10.10.2011-11:53:28;20;0.15000150001500015
555;3;10.10.2011-11:59:56;20;0.18000180001800017
556;0;10.10.2011-12:12:35;24;0.1000010000100001
556;1;10.10.2011-12:14:32;24;0.1000010000100001
556;1;17.10.2011-18:10:16;7;0.1000010000100001
557;0;10.10.2011-13:32:09;11;0.06000060000600006
557;0;10.10.2011-13:33:53;11;0.06000060000600006
558;0;10.10.2011-13:16:01;11;0.5000050000500005
558;0;10.10.2011-14:03:46;20;0.5000050000500005
559;0;10.10.2011-13:05:17;5;0.025000250002500026
559;1;17.10.2011-18:19:16;7;0.025000250002500026
559;1;19.10.2011-08:52:37;11;0.025000250002500026
560;3;10.10.2011-14:18:44;20;0.054000540005400055
560;3;10.10.2011-14:33:03;20;0.054000540005400055
560;0;10.10.2011-15:12:12;0;0.054000540005400055
560;0;11.10.2011-09:07:27;0;0.054000540005400055
560;0;11.10.2011-10:35:26;0;0.054000540005400055
560;0;11.10.2011-15:23:13;26;0.054000540005400055
560;0;11.10.2011-16:58:14;10;0.054000540005400055
560;0;12.10.2011-16:35:52;28;0.054000540005400055
560;0;13.10.2011-09:03:29;33;0.054000540005400055
560;0;13.10.2011-14:55:18;27;0.054000540005400055
560;0;17.10.2011-12:26:12;15;0.054000540005400055
560;0;24.10.2011-12:51:45;9;0.054000540005400055
560;0;24.10.2011-16:38:06;15;0.054000540005400055
560;0;08.11.2011-11:45:14;27;0.054000540005400055
560;0;10.11.2011-08:15:18;27;0.054000540005400055
561;0;10.10.2011-13:57:52;20;0.3800038000380004
561;1;17.10.2011-18:26:30;7;0.3800038000380004
561;1;18.10.2011-08:28:34;2;0.3800038000380004
561;2;24.10.2011-11:51:00;17;0.3800038000380004
561;2;24.10.2011-12:16:56;17;0.3800038000380004
561;2;24.10.2011-13:50:17;17;0.3800038000380004
562;0;10.10.2011-14:33:15;11;0.06000060000600006
562;1;17.10.2011-18:32:33;7;0.06000060000600006
563;3;10.10.2011-14:34:01;20;0.25000250002500024
563;0;10.10.2011-14:42:56;11;0.25000250002500024
564;3;10.10.2011-14:39:12;20;0.05000050000500005
565;3;10.10.2011-15:16:29;13;0.14000140001400013
565;3;10.10.2011-17:52:53;20;0.14000140001400013
566;0;10.10.2011-14:56:42;11;0.1000010000100001
566;1;17.10.2011-18:48:15;7;0.1000010000100001
566;1;22.10.2011-14:22:55;9;0.1000010000100001
566;1;24.10.2011-08:57:24;2;0.1000010000100001
566;2;27.10.2011-09:19:04;12;0.1000010000100001
567;0;10.10.2011-15:49:41;13;0.05000050000500005
567;1;18.10.2011-09:01:44;0;0.05000050000500005
567;1;18.10.2011-16:04:26;7;0.05000050000500005
567;1;20.10.2011-18:00:09;8;0.05000050000500005
567;1;21.10.2011-17:17:45;12;0.05000050000500005
567;1;24.10.2011-07:52:31;0;0.05000050000500005
567;2;27.10.2011-11:53:39;12;0.05000050000500005
567;5;27.10.2011-12:42:25;34;0.05000050000500005
567;5;28.10.2011-06:44:23;34;0.05000050000500005
567;2;28.10.2011-06:50:45;12;0.05000050000500005
567;4;28.10.2011-07:18:25;18;0.05000050000500005
567;4;28.10.2011-15:13:16;1;0.05000050000500005
567;4;01.11.2011-09:06:14;0;0.05000050000500005
567;4;01.11.2011-15:54:11;27;0.05000050000500005
567;4;02.11.2011-09:04:40;8;0.05000050000500005
567;4;02.11.2011-09:15:17;0;0.05000050000500005
567;4;02.11.2011-17:09:50;1;0.05000050000500005
567;4;03.11.2011-08:25:24;2;0.05000050000500005
567;4;03.11.2011-14:32:24;0;0.05000050000500005
567;2;04.11.2011-12:20:17;12;0.05000050000500005
567;2;07.11.2011-13:01:50;12;0.05000050000500005
568;0;10.10.2011-16:04:52;0;0.03500035000350003
568;0;10.10.2011-16:15:49;7;0.03500035000350003
568;1;17.10.2011-08:10:04;32;0.03500035000350003
568;1;17.10.2011-08:13:47;32;0.03500035000350003
568;1;17.10.2011-09:20:36;32;0.03500035000350003
568;1;25.10.2011-09:29:38;2;0.03500035000350003
568;2;31.10.2011-08:48:27;21;0.03500035000350003
569;0;10.10.2011-16:26:44;0;0.12000120001200013
569;1;18.10.2011-09:06:47;0;0.12000120001200013
569;1;19.10.2011-10:53:22;0;0.12000120001200013
569;1;19.10.2011-15:56:58;7;0.12000120001200013
569;1;19.10.2011-16:38:45;7;0.12000120001200013
569;1;24.10.2011-08:12:42;2;0.12000120001200013
569;2;28.10.2011-12:00:28;3;0.12000120001200013
570;0;10.10.2011-16:20:45;6;0.08000080000800008
570;0;10.10.2011-16:31:14;6;0.08000080000800008
570;0;11.10.2011-09:11:40;0;0.08000080000800008
570;0;11.10.2011-10:35:43;0;0.08000080000800008
570;0;11.10.2011-12:09:54;28;0.08000080000800008
570;0;11.10.2011-17:44:33;7;0.08000080000800008
570;0;12.10.2011-18:17:17;0;0.08000080000800008
570;0;13.10.2011-17:06:12;15;0.08000080000800008
570;0;15.10.2011-09:17:30;0;0.08000080000800008
570;0;10.11.2011-08:15:22;0;0.08000080000800008
571;3;10.10.2011-17:26:46;13;0.05000050000500005
572;0;10.10.2011-16:29:51;0;0.1000010000100001
572;0;10.10.2011-18:16:16;10;0.1000010000100001
572;0;10.10.2011-18:22:42;0;0.1000010000100001
572;0;10.10.2011-18:27:11;6;0.1000010000100001
572;0;10.10.2011-18:38:36;6;0.1000010000100001
572;1;18.10.2011-10:54:58;0;0.1000010000100001
572;1;18.10.2011-15:59:39;7;0.1000010000100001
572;1;18.10.2011-16:41:33;20;0.1000010000100001
572;1;18.10.2011-16:58:10;10;0.1000010000100001
572;1;18.10.2011-17:30:44;7;0.1000010000100001
572;1;21.10.2011-18:59:10;9;0.1000010000100001
572;1;22.10.2011-13:56:22;9;0.1000010000100001
572;1;24.10.2011-18:31:13;15;0.1000010000100001
572;1;25.10.2011-18:18:15;23;0.1000010000100001
572;1;25.10.2011-18:22:14;23;0.1000010000100001
572;1;26.10.2011-10:20:33;11;0.1000010000100001
572;1;26.10.2011-10:35:22;11;0.1000010000100001
572;1;26.10.2011-15:45:31;0;0.1000010000100001
572;1;26.10.2011-16:53:12;0;0.1000010000100001
572;1;10.11.2011-08:15:38;0;0.1000010000100001
573;0;10.10.2011-17:44:32;10;0.09000090000900009
573;0;10.10.2011-17:51:59;10;0.09000090000900009
573;1;10.10.2011-17:53:13;10;0.09000090000900009
573;1;18.10.2011-10:38:53;0;0.09000090000900009
574;0;10.10.2011-16:45:42;13;0.07100071000710007
575;0;10.10.2011-17:10:38;10;0.12500125001250012
575;0;10.10.2011-17:19:26;10;0.12500125001250012
575;1;10.10.2011-17:21:35;10;0.12500125001250012
575;1;17.10.2011-08:24:17;0;0.12500125001250012
575;2;18.10.2011-12:09:07;21;0.12500125001250012
576;3;10.10.2011-17:28:23;13;0.07000070000700007
577;0;10.10.2011-17:28:08;0;0.11000110001100011
577;1;10.10.2011-17:40:33;0;0.11000110001100011
577;1;24.10.2011-15:27:06;32;0.11000110001100011
577;1;25.10.2011-13:29:34;22;0.11000110001100011
577;1;05.11.2011-13:26:06;18;0.11000110001100011
577;1;08.11.2011-15:02:20;9;0.11000110001100011
578;3;10.10.2011-17:56:23;20;0.07000070000700007
578;0;10.10.2011-18:19:43;0;0.07000070000700007
578;1;10.10.2011-18:21:53;0;0.07000070000700007
578;1;18.10.2011-14:00:08;0;0.07000070000700007
578;1;18.10.2011-15:24:34;7;0.07000070000700007
578;1;20.10.2011-11:12:17;7;0.07000070000700007
579;3;10.10.2011-17:49:23;6;0.5000050000500005
579;0;10.10.2011-17:59:57;6;0.5000050000500005
579;0;10.10.2011-18:08:31;6;0.5000050000500005
579;0;10.10.2011-18:14:26;6;0.5000050000500005
579;1;10.10.2011-18:24:04;6;0.5000050000500005
579;1;17.10.2011-08:42:56;0;0.5000050000500005
579;2;18.10.2011-11:58:40;3;0.5000050000500005
579;2;18.10.2011-11:59:13;3;0.5000050000500005
579;2;18.10.2011-11:59:36;3;0.5000050000500005
579;2;18.10.2011-12:23:30;3;0.5000050000500005
580;3;10.10.2011-18:17:58;13;0.15000150001500015
580;0;10.10.2011-18:27:47;13;0.15000150001500015
580;1;18.10.2011-10:45:54;0;0.15000150001500015
581;0;10.10.2011-18:38:37;0;0.1000010000100001
581;1;17.10.2011-08:30:40;0;0.1000010000100001
581;2;19.10.2011-13:24:09;12;0.1000010000100001
581;4;19.10.2011-14:22:45;11;0.1000010000100001
581;4;19.10.2011-14:44:44;11;0.1000010000100001
581;4;19.10.2011-14:45:23;11;0.1000010000100001
581;4;20.10.2011-08:25:53;2;0.1000010000100001
581;4;21.10.2011-15:34:49;1;0.1000010000100001
581;2;21.10.2011-16:05:35;12;0.1000010000100001
582;0;10.10.2011-18:26:41;0;0.1000010000100001
582;0;10.10.2011-18:27:53;0;0.1000010000100001
582;0;12.10.2011-07:21:22;11;0.1000010000100001
582;1;17.10.2011-08:22:49;0;0.1000010000100001
582;2;19.10.2011-06:46:55;12;0.1000010000100001
583;3;10.10.2011-18:54:46;20;0.07500075000750007
584;3;10.10.2011-18:55:10;20;0.2561225612256123
584;0;11.10.2011-07:02:09;0;0.2561225612256123
584;0;11.10.2011-07:16:12;0;0.2561225612256123
584;0;11.10.2011-08:21:23;0;0.2561225612256123
584;0;17.10.2011-12:49:32;15;0.2561225612256123
584;0;18.10.2011-13:48:51;1;0.2561225612256123
585;0;10.10.2011-18:42:11;0;0.1000010000100001
585;0;11.10.2011-08:36:28;28;0.1000010000100001
585;1;18.10.2011-10:34:51;0;0.1000010000100001
585;1;26.10.2011-15:17:02;0;0.1000010000100001
585;1;26.10.2011-17:10:26;0;0.1000010000100001
585;1;26.10.2011-17:12:44;0;0.1000010000100001
586;0;10.10.2011-19:04:46;0;0.23000230002300023
586;1;17.10.2011-08:38:11;0;0.23000230002300023
586;2;20.10.2011-10:52:40;21;0.23000230002300023
587;3;11.10.2011-06:54:12;32;0.05000050000500005
587;0;11.10.2011-07:44:57;0;0.05000050000500005
587;0;11.10.2011-10:19:47;27;0.05000050000500005
588;0;11.10.2011-07:08:56;0;0.2000020000200002
588;0;11.10.2011-10:34:29;0;0.2000020000200002
588;0;11.10.2011-13:23:12;26;0.2000020000200002
588;1;18.10.2011-09:03:18;0;0.2000020000200002
588;1;19.10.2011-07:07:24;0;0.2000020000200002
588;2;25.10.2011-10:51:07;3;0.2000020000200002
589;0;11.10.2011-07:17:38;0;0.15000150001500015
589;1;17.10.2011-09:10:47;0;0.15000150001500015
589;2;18.10.2011-13:10:45;21;0.15000150001500015
589;2;19.10.2011-06:56:15;4;0.15000150001500015
589;2;21.10.2011-10:57:18;4;0.15000150001500015
589;2;21.10.2011-14:06:30;21;0.15000150001500015
589;2;21.10.2011-14:33:32;21;0.15000150001500015
590;3;11.10.2011-06:59:44;32;0.1000010000100001
591;3;11.10.2011-07:00:58;32;0.08000080000800008
591;0;11.10.2011-09:32:38;28;0.08000080000800008
591;0;14.10.2011-16:25:14;5;0.08000080000800008
591;0;15.10.2011-09:28:01;9;0.08000080000800008
591;0;17.10.2011-12:29:27;15;0.08000080000800008
591;0;28.10.2011-11:09:44;0;0.08000080000800008
592;0;11.10.2011-08:45:54;0;0.5000050000500005
592;0;11.10.2011-09:30:23;0;0.5000050000500005
592;0;11.10.2011-09:33:51;0;0.5000050000500005
592;0;11.10.2011-10:11:10;0;0.5000050000500005
592;1;11.10.2011-10:15:50;0;0.5000050000500005
592;1;18.10.2011-13:07:33;28;0.5000050000500005
592;1;18.10.2011-15:26:17;7;0.5000050000500005
592;1;20.10.2011-17:15:49;40;0.5000050000500005
592;1;21.10.2011-18:56:18;12;0.5000050000500005
592;1;24.10.2011-17:50:03;15;0.5000050000500005
592;1;26.10.2011-13:21:48;22;0.5000050000500005
592;1;26.10.2011-18:52:40;9;0.5000050000500005
592;1;29.10.2011-10:38:30;10;0.5000050000500005
592;1;01.11.2011-10:19:55;22;0.5000050000500005
592;1;11.11.2011-08:15:12;22;0.5000050000500005
593;3;11.10.2011-07:02:46;32;0.5000050000500005
593;0;11.10.2011-08:22:15;28;0.5000050000500005
593;0;11.10.2011-10:31:18;0;0.5000050000500005
593;0;11.10.2011-10:33:44;0;0.5000050000500005
593;0;11.10.2011-10:36:21;0;0.5000050000500005
593;0;11.10.2011-13:01:37;26;0.5000050000500005
593;0;11.10.2011-17:58:30;10;0.5000050000500005
593;0;12.10.2011-18:46:44;0;0.5000050000500005
593;0;13.10.2011-17:18:33;15;0.5000050000500005
593;0;14.10.2011-11:34:00;0;0.5000050000500005
594;0;11.10.2011-07:48:09;28;0.25000250002500024
594;0;11.10.2011-08:45:22;0;0.25000250002500024
594;0;11.10.2011-10:35:12;0;0.25000250002500024
594;0;11.10.2011-12:46:57;26;0.25000250002500024
594;0;11.10.2011-17:45:52;7;0.25000250002500024
594;0;12.10.2011-18:21:34;0;0.25000250002500024
594;0;13.10.2011-07:35:07;0;0.25000250002500024
594;1;13.10.2011-07:44:07;0;0.25000250002500024
594;1;18.10.2011-07:51:44;0;0.25000250002500024
594;2;21.10.2011-08:18:24;17;0.25000250002500024
594;2;22.10.2011-11:37:28;21;0.25000250002500024
594;4;22.10.2011-13:33:50;23;0.25000250002500024
594;4;22.10.2011-14:44:17;9;0.25000250002500024
594;4;24.10.2011-07:00:25;0;0.25000250002500024
594;2;24.10.2011-08:54:41;21;0.25000250002500024
595;0;11.10.2011-07:28:51;0;0.07500075000750007
595;1;11.10.2011-07:29:36;0;0.07500075000750007
595;1;11.10.2011-07:30:51;0;0.07500075000750007
595;1;18.10.2011-15:19:23;7;0.07500075000750007
595;1;21.10.2011-07:48:22;2;0.07500075000750007
595;2;27.10.2011-07:08:35;12;0.07500075000750007
595;4;27.10.2011-07:26:11;0;0.07500075000750007
595;4;27.10.2011-08:03:14;0;0.07500075000750007
595;4;27.10.2011-12:53:16;27;0.07500075000750007
595;4;27.10.2011-14:20:48;27;0.07500075000750007
595;4;27.10.2011-14:38:28;27;0.07500075000750007
595;4;28.10.2011-13:24:10;0;0.07500075000750007
595;2;28.10.2011-14:24:36;12;0.07500075000750007
596;0;11.10.2011-07:20:45;0;0.03000030000300003
596;0;11.10.2011-09:54:44;32;0.03000030000300003
596;1;14.10.2011-09:30:49;14;0.03000030000300003
596;1;21.10.2011-16:40:18;9;0.03000030000300003
596;1;21.10.2011-18:10:14;6;0.03000030000300003
596;1;29.10.2011-10:45:33;10;0.03000030000300003
596;1;01.11.2011-14:01:34;11;0.03000030000300003
596;1;01.11.2011-17:09:08;7;0.03000030000300003
596;1;02.11.2011-08:33:42;0;0.03000030000300003
596;2;04.11.2011-11:54:59;12;0.03000030000300003
596;2;04.11.2011-12:05:51;12;0.03000030000300003
596;4;04.11.2011-12:23:41;12;0.03000030000300003
596;4;04.11.2011-14:11:37;25;0.03000030000300003
596;4;04.11.2011-15:21:53;25;0.03000030000300003
596;4;07.11.2011-08:04:50;4;0.03000030000300003
596;4;07.11.2011-14:51:19;0;0.03000030000300003
596;2;08.11.2011-08:25:23;4;0.03000030000300003
597;3;11.10.2011-07:02:07;32;0.015000150001500016
597;0;11.10.2011-08:19:37;28;0.015000150001500016
597;0;11.10.2011-09:32:07;0;0.015000150001500016
597;0;11.10.2011-09:32:44;0;0.015000150001500016
597;0;11.10.2011-14:12:10;26;0.015000150001500016
597;0;11.10.2011-14:30:21;28;0.015000150001500016
597;0;11.10.2011-14:50:55;26;0.015000150001500016
598;3;11.10.2011-07:00:53;32;0.012000120001200012
599;3;11.10.2011-07:01:33;32;0.17500175001750018
599;0;11.10.2011-07:34:33;28;0.17500175001750018
599;0;11.10.2011-08:43:43;0;0.17500175001750018
600;0;11.10.2011-07:10:35;28;0.25000250002500024
600;0;11.10.2011-07:17:00;28;0.25000250002500024
600;1;11.10.2011-07:17:49;28;0.25000250002500024
600;1;18.10.2011-14:03:58;28;0.25000250002500024
600;1;18.10.2011-15:21:25;7;0.25000250002500024
600;1;20.10.2011-08:40:16;13;0.25000250002500024
600;1;25.10.2011-12:43:29;32;0.25000250002500024
600;1;27.10.2011-10:01:48;11;0.25000250002500024
