case;event;time;org:resource_Event;AMOUNT_REQ_Trace
60;0;05.10.2011-16:30:10;0;0.06000060000600006
60;0;06.10.2011-18:44:54;1;0.06000060000600006
60;0;07.10.2011-07:21:28;0;0.06000060000600006
60;0;07.10.2011-16:52:53;10;0.06000060000600006
60;0;08.10.2011-09:31:22;1;0.06000060000600006
60;0;26.10.2011-17:29:26;32;0.06000060000600006
60;0;02.11.2011-08:15:09;32;0.06000060000600006
61;0;03.10.2011-08:44:53;0;0.07000070000700007
61;0;03.10.2011-16:31:26;7;0.07000070000700007
61;0;03.10.2011-16:51:15;7;0.07000070000700007
61;1;10.10.2011-11:48:25;16;0.07000070000700007
61;2;12.10.2011-10:18:36;17;0.07000070000700007
61;4;12.10.2011-10:36:15;0;0.07000070000700007
61;4;12.10.2011-11:25:38;0;0.07000070000700007
61;4;13.10.2011-07:16:14;2;0.07000070000700007
61;4;13.10.2011-11:36:36;2;0.07000070000700007
61;2;13.10.2011-12:11:33;17;0.07000070000700007
61;4;13.10.2011-12:23:57;0;0.07000070000700007
61;4;13.10.2011-12:27:01;0;0.07000070000700007
61;4;13.10.2011-17:06:11;23;0.07000070000700007
61;2;14.10.2011-06:30:29;17;0.07000070000700007
62;3;03.10.2011-07:23:43;20;0.07493074930749308
62;0;03.10.2011-09:35:58;0;0.07493074930749308
62;0;03.10.2011-10:26:09;15;0.07493074930749308
62;0;03.10.2011-14:05:15;6;0.07493074930749308
62;0;03.10.2011-14:05:36;6;0.07493074930749308
62;0;03.10.2011-17:58:18;13;0.07493074930749308
62;0;03.10.2011-18:02:00;13;0.07493074930749308
62;0;03.10.2011-18:06:28;13;0.07493074930749308
62;1;10.10.2011-17:59:57;6;0.07493074930749308
62;1;10.10.2011-18:58:36;10;0.07493074930749308
62;1;18.10.2011-07:47:10;0;0.07493074930749308
62;1;19.10.2011-13:17:06;11;0.07493074930749308
62;1;19.10.2011-17:55:01;7;0.07493074930749308
62;1;21.10.2011-17:25:10;6;0.07493074930749308
62;1;24.10.2011-13:24:34;15;0.07493074930749308
62;1;31.10.2011-18:13:19;26;0.07493074930749308
62;1;03.11.2011-08:15:32;26;0.07493074930749308
63;0;03.10.2011-08:53:08;15;0.08000080000800008
63;1;03.10.2011-08:54:08;15;0.08000080000800008
63;1;10.10.2011-15:25:03;7;0.08000080000800008
63;1;11.10.2011-10:20:46;0;0.08000080000800008
63;1;03.11.2011-08:15:22;0;0.08000080000800008
64;3;03.10.2011-07:21:51;20;0.5000050000500005
64;0;03.10.2011-10:06:55;0;0.5000050000500005
64;0;04.10.2011-09:13:24;27;0.5000050000500005
64;0;04.10.2011-10:25:27;27;0.5000050000500005
64;1;05.10.2011-15:13:11;7;0.5000050000500005
64;1;11.10.2011-16:12:53;7;0.5000050000500005
64;1;11.10.2011-16:56:04;13;0.5000050000500005
64;1;24.10.2011-07:08:09;22;0.5000050000500005
64;1;24.10.2011-07:12:59;22;0.5000050000500005
64;1;24.10.2011-07:14:11;22;0.5000050000500005
64;1;25.10.2011-16:16:43;33;0.5000050000500005
64;1;25.10.2011-17:05:07;33;0.5000050000500005
64;1;27.10.2011-08:53:54;2;0.5000050000500005
64;2;31.10.2011-13:34:00;3;0.5000050000500005
65;0;03.10.2011-08:54:11;0;0.1000010000100001
65;0;03.10.2011-17:00:23;7;0.1000010000100001
65;0;04.10.2011-07:20:53;0;0.1000010000100001
65;1;11.10.2011-15:59:04;10;0.1000010000100001
65;1;12.10.2011-08:00:15;0;0.1000010000100001
65;1;17.10.2011-08:19:50;0;0.1000010000100001
65;2;19.10.2011-06:15:38;12;0.1000010000100001
65;2;19.10.2011-12:20:43;21;0.1000010000100001
65;4;19.10.2011-12:53:53;11;0.1000010000100001
65;4;19.10.2011-18:16:11;19;0.1000010000100001
65;4;19.10.2011-18:28:35;19;0.1000010000100001
65;4;20.10.2011-07:33:49;2;0.1000010000100001
65;4;26.10.2011-09:20:35;11;0.1000010000100001
65;4;27.10.2011-07:23:56;0;0.1000010000100001
65;4;27.10.2011-07:26:53;0;0.1000010000100001
65;4;27.10.2011-12:08:19;2;0.1000010000100001
65;4;01.11.2011-08:39:20;0;0.1000010000100001
65;4;01.11.2011-15:43:41;27;0.1000010000100001
65;4;01.11.2011-18:10:18;1;0.1000010000100001
65;4;03.11.2011-07:46:32;2;0.1000010000100001
65;4;07.11.2011-08:05:54;4;0.1000010000100001
65;4;09.11.2011-20:02:15;27;0.1000010000100001
65;4;10.11.2011-10:27:24;2;0.1000010000100001
65;4;11.11.2011-08:21:00;0;0.1000010000100001
65;4;16.11.2011-14:11:15;27;0.1000010000100001
65;4;17.11.2011-14:29:41;2;0.1000010000100001
65;4;19.11.2011-09:29:07;8;0.1000010000100001
65;4;21.11.2011-09:26:04;37;0.1000010000100001
65;4;23.11.2011-09:50:06;27;0.1000010000100001
65;4;23.11.2011-13:19:30;27;0.1000010000100001
65;4;23.11.2011-19:01:20;23;0.1000010000100001
65;4;24.11.2011-09:41:05;2;0.1000010000100001
65;4;24.11.2011-10:09:45;0;0.1000010000100001
65;4;24.11.2011-16:37:33;36;0.1000010000100001
65;4;29.11.2011-11:13:21;2;0.1000010000100001
65;4;29.11.2011-14:05:31;21;0.1000010000100001
66;0;03.10.2011-08:49:53;0;0.12500125001250012
66;0;03.10.2011-16:59:05;7;0.12500125001250012
66;0;04.10.2011-09:27:30;0;0.12500125001250012
66;0;10.10.2011-07:31:10;14;0.12500125001250012
66;0;20.10.2011-10:48:36;11;0.12500125001250012
66;0;27.10.2011-09:03:05;0;0.12500125001250012
66;0;01.11.2011-19:23:23;7;0.12500125001250012
66;0;01.11.2011-19:36:40;7;0.12500125001250012
66;0;02.11.2011-08:15:12;7;0.12500125001250012
67;3;03.10.2011-07:23:39;20;0.25000250002500024
68;3;03.10.2011-07:19:24;20;0.6000060000600006
68;0;03.10.2011-09:33:34;0;0.6000060000600006
69;0;03.10.2011-09:00:25;0;0.3000030000300003
69;0;03.10.2011-09:35:29;1;0.3000030000300003
69;1;10.10.2011-08:41:35;2;0.3000030000300003
69;2;11.10.2011-12:01:53;21;0.3000030000300003
70;0;03.10.2011-10:32:27;15;0.08000080000800008
70;0;03.10.2011-10:36:34;15;0.08000080000800008
70;1;10.10.2011-15:27:04;7;0.08000080000800008
71;3;03.10.2011-07:46:40;0;0.05800058000580006
71;0;03.10.2011-07:54:39;0;0.05800058000580006
71;1;10.10.2011-10:52:19;16;0.05800058000580006
71;2;12.10.2011-15:38:24;0;0.05800058000580006
71;2;13.10.2011-08:26:10;12;0.05800058000580006
72;3;03.10.2011-07:55:15;29;0.1000010000100001
72;0;03.10.2011-08:00:22;29;0.1000010000100001
72;0;03.10.2011-08:33:59;0;0.1000010000100001
72;1;10.10.2011-14:32:20;0;0.1000010000100001
73;0;03.10.2011-12:07:57;6;0.5000050000500005
73;0;04.10.2011-07:51:16;0;0.5000050000500005
73;0;04.10.2011-10:11:34;13;0.5000050000500005
73;0;04.10.2011-10:44:44;0;0.5000050000500005
73;1;11.10.2011-16:15:36;7;0.5000050000500005
73;1;13.10.2011-10:11:57;11;0.5000050000500005
73;1;19.10.2011-08:30:58;15;0.5000050000500005
74;3;03.10.2011-08:43:00;0;0.2000020000200002
74;0;03.10.2011-08:47:20;0;0.2000020000200002
74;1;03.10.2011-08:49:04;0;0.2000020000200002
74;1;10.10.2011-14:36:34;0;0.2000020000200002
74;1;11.10.2011-18:56:01;7;0.2000020000200002
74;1;13.10.2011-10:28:07;33;0.2000020000200002
74;1;15.10.2011-10:39:40;0;0.2000020000200002
74;1;18.10.2011-10:18:48;0;0.2000020000200002
74;1;19.10.2011-15:41:02;7;0.2000020000200002
74;1;21.10.2011-09:27:33;0;0.2000020000200002
74;1;22.10.2011-14:54:04;0;0.2000020000200002
74;1;24.10.2011-12:28:48;15;0.2000020000200002
74;1;24.10.2011-17:25:42;1;0.2000020000200002
74;1;03.11.2011-08:15:19;1;0.2000020000200002
75;3;03.10.2011-10:10:48;29;0.07500075000750007
76;0;03.10.2011-09:02:32;0;0.07000070000700007
76;0;03.10.2011-09:11:10;0;0.07000070000700007
76;0;03.10.2011-10:08:02;29;0.07000070000700007
76;0;03.10.2011-13:15:36;0;0.07000070000700007
76;0;03.10.2011-13:31:56;6;0.07000070000700007
76;1;05.10.2011-18:54:18;23;0.07000070000700007
76;1;06.10.2011-10:26:42;27;0.07000070000700007
76;1;10.10.2011-11:25:03;16;0.07000070000700007
76;2;13.10.2011-07:35:30;12;0.07000070000700007
77;0;03.10.2011-12:11:53;6;0.07500075000750007
77;0;03.10.2011-12:29:11;0;0.07500075000750007
77;1;03.10.2011-12:31:12;0;0.07500075000750007
77;1;03.10.2011-12:34:33;0;0.07500075000750007
77;1;10.10.2011-15:37:44;7;0.07500075000750007
77;1;12.10.2011-14:07:56;15;0.07500075000750007
77;1;13.10.2011-17:47:10;6;0.07500075000750007
77;1;13.10.2011-18:20:31;6;0.07500075000750007
77;1;13.10.2011-18:24:01;6;0.07500075000750007
77;1;15.10.2011-13:00:41;0;0.07500075000750007
77;1;18.10.2011-13:00:46;8;0.07500075000750007
77;1;18.10.2011-15:35:56;10;0.07500075000750007
78;3;03.10.2011-10:12:57;29;0.07500075000750007
79;0;03.10.2011-12:25:05;15;0.25000250002500024
79;1;03.10.2011-12:28:40;15;0.25000250002500024
79;1;03.10.2011-12:30:04;15;0.25000250002500024
79;1;10.10.2011-15:35:08;7;0.25000250002500024
79;1;17.10.2011-09:35:07;5;0.25000250002500024
80;3;03.10.2011-10:14:47;29;0.05000050000500005
81;3;03.10.2011-10:16:26;29;0.05000050000500005
81;0;03.10.2011-10:19:19;0;0.05000050000500005
81;0;03.10.2011-12:31:35;15;0.05000050000500005
81;0;03.10.2011-12:46:01;6;0.05000050000500005
82;3;03.10.2011-10:18:16;29;0.1000010000100001
83;0;03.10.2011-12:15:20;6;0.25000250002500024
83;0;03.10.2011-15:13:02;7;0.25000250002500024
83;0;03.10.2011-15:13:56;0;0.25000250002500024
83;0;03.10.2011-15:16:26;6;0.25000250002500024
83;0;03.10.2011-15:32:51;7;0.25000250002500024
83;0;04.10.2011-07:28:47;0;0.25000250002500024
83;0;04.10.2011-11:24:51;29;0.25000250002500024
83;0;04.10.2011-17:17:17;19;0.25000250002500024
83;0;04.10.2011-18:39:25;22;0.25000250002500024
83;0;04.10.2011-18:45:49;22;0.25000250002500024
83;0;05.10.2011-07:19:58;11;0.25000250002500024
83;0;05.10.2011-09:01:37;15;0.25000250002500024
83;0;05.10.2011-09:09:15;15;0.25000250002500024
83;0;05.10.2011-13:15:13;0;0.25000250002500024
83;0;05.10.2011-16:47:40;13;0.25000250002500024
83;0;05.10.2011-17:59:39;13;0.25000250002500024
83;0;06.10.2011-09:08:33;0;0.25000250002500024
83;0;06.10.2011-18:13:51;0;0.25000250002500024
83;1;14.10.2011-07:33:48;6;0.25000250002500024
83;1;15.10.2011-14:52:24;0;0.25000250002500024
83;1;18.10.2011-10:14:58;0;0.25000250002500024
83;1;18.10.2011-10:45:33;8;0.25000250002500024
83;1;25.10.2011-10:37:27;11;0.25000250002500024
83;1;31.10.2011-18:36:31;26;0.25000250002500024
83;1;02.11.2011-17:21:59;9;0.25000250002500024
83;1;04.11.2011-16:47:06;6;0.25000250002500024
84;0;03.10.2011-14:45:50;6;0.15000150001500015
84;0;03.10.2011-15:16:56;6;0.15000150001500015
84;0;03.10.2011-15:18:32;7;0.15000150001500015
84;0;03.10.2011-15:43:39;7;0.15000150001500015
84;1;10.10.2011-16:42:04;7;0.15000150001500015
84;1;13.10.2011-09:34:20;2;0.15000150001500015
84;2;17.10.2011-08:31:24;5;0.15000150001500015
84;2;17.10.2011-09:11:31;4;0.15000150001500015
84;4;17.10.2011-09:25:58;24;0.15000150001500015
84;4;17.10.2011-09:36:14;24;0.15000150001500015
84;4;17.10.2011-10:24:11;32;0.15000150001500015
84;4;17.10.2011-11:39:04;15;0.15000150001500015
84;4;17.10.2011-13:44:25;0;0.15000150001500015
84;4;17.10.2011-13:50:33;15;0.15000150001500015
84;4;17.10.2011-13:56:19;0;0.15000150001500015
84;4;17.10.2011-14:02:26;15;0.15000150001500015
84;4;17.10.2011-15:29:57;8;0.15000150001500015
84;4;18.10.2011-08:34:27;4;0.15000150001500015
84;4;18.10.2011-09:06:58;4;0.15000150001500015
85;0;03.10.2011-12:20:03;20;0.2600026000260003
85;0;04.10.2011-07:54:41;0;0.2600026000260003
85;0;04.10.2011-11:38:58;27;0.2600026000260003
85;0;04.10.2011-14:07:00;29;0.2600026000260003
85;0;04.10.2011-16:22:01;13;0.2600026000260003
85;0;05.10.2011-15:59:07;10;0.2600026000260003
85;0;06.10.2011-07:52:54;6;0.2600026000260003
85;0;06.10.2011-07:55:55;0;0.2600026000260003
85;0;06.10.2011-18:48:48;15;0.2600026000260003
85;0;07.10.2011-16:29:51;10;0.2600026000260003
85;0;08.10.2011-08:47:56;1;0.2600026000260003
85;0;08.10.2011-12:34:40;10;0.2600026000260003
85;0;10.10.2011-10:12:11;11;0.2600026000260003
85;1;17.10.2011-16:30:31;7;0.2600026000260003
85;1;19.10.2011-08:45:29;11;0.2600026000260003
85;1;21.10.2011-07:33:55;2;0.2600026000260003
85;2;27.10.2011-08:01:40;21;0.2600026000260003
86;0;03.10.2011-10:27:17;0;0.07500075000750007
86;1;03.10.2011-10:37:58;0;0.07500075000750007
86;1;04.10.2011-10:56:05;13;0.07500075000750007
86;1;06.10.2011-07:54:36;0;0.07500075000750007
86;2;10.10.2011-07:31:57;12;0.07500075000750007
86;4;10.10.2011-07:43:17;5;0.07500075000750007
86;4;10.10.2011-10:39:52;5;0.07500075000750007
86;2;10.10.2011-11:22:16;12;0.07500075000750007
86;2;11.10.2011-13:22:22;0;0.07500075000750007
86;2;11.10.2011-13:25:50;0;0.07500075000750007
86;2;11.10.2011-13:28:16;0;0.07500075000750007
86;2;11.10.2011-14:43:18;12;0.07500075000750007
87;0;03.10.2011-10:19:32;4;0.25000250002500024
87;1;03.10.2011-10:24:40;4;0.25000250002500024
87;2;03.10.2011-10:25:01;4;0.25000250002500024
87;2;03.10.2011-10:58:35;4;0.25000250002500024
87;4;03.10.2011-13:07:37;26;0.25000250002500024
87;4;06.10.2011-07:25:59;2;0.25000250002500024
87;4;07.10.2011-13:14:25;24;0.25000250002500024
87;4;08.10.2011-09:08:16;18;0.25000250002500024
87;4;10.10.2011-07:54:51;5;0.25000250002500024
87;4;11.10.2011-09:13:45;20;0.25000250002500024
87;4;11.10.2011-14:55:54;13;0.25000250002500024
87;4;11.10.2011-15:52:41;13;0.25000250002500024
87;4;12.10.2011-13:04:23;0;0.25000250002500024
87;4;13.10.2011-07:26:59;2;0.25000250002500024
87;4;17.10.2011-13:39:52;0;0.25000250002500024
87;2;18.10.2011-08:10:42;4;0.25000250002500024
88;0;03.10.2011-10:27:54;39;0.1000010000100001
89;3;03.10.2011-11:13:35;29;0.1050010500105001
89;3;03.10.2011-11:29:33;29;0.1050010500105001
90;0;03.10.2011-12:28:07;6;0.06000060000600006
90;1;03.10.2011-12:30:21;6;0.06000060000600006
90;1;03.10.2011-12:48:39;0;0.06000060000600006
90;1;03.10.2011-12:52:34;0;0.06000060000600006
90;1;03.10.2011-13:09:14;0;0.06000060000600006
90;1;10.10.2011-15:41:24;7;0.06000060000600006
90;1;12.10.2011-14:10:48;15;0.06000060000600006
90;1;24.10.2011-13:29:34;6;0.06000060000600006
90;1;25.10.2011-10:41:05;6;0.06000060000600006
90;1;25.10.2011-14:16:10;11;0.06000060000600006
90;1;27.10.2011-18:09:08;0;0.06000060000600006
90;1;27.10.2011-18:13:14;0;0.06000060000600006
90;1;27.10.2011-18:40:57;0;0.06000060000600006
90;1;03.11.2011-18:08:41;0;0.06000060000600006
90;1;05.11.2011-12:28:34;18;0.06000060000600006
90;1;07.11.2011-13:31:59;0;0.06000060000600006
90;1;07.11.2011-13:41:26;0;0.06000060000600006
90;1;08.11.2011-12:56:51;0;0.06000060000600006
90;1;10.11.2011-16:33:22;10;0.06000060000600006
90;1;14.11.2011-17:20:53;15;0.06000060000600006
90;1;17.11.2011-11:24:00;0;0.06000060000600006
90;1;17.11.2011-14:07:59;0;0.06000060000600006
90;1;19.11.2011-11:29:13;1;0.06000060000600006
90;1;26.11.2011-15:04:06;25;0.06000060000600006
90;1;29.11.2011-17:18:08;0;0.06000060000600006
90;1;30.11.2011-13:12:06;16;0.06000060000600006
90;2;05.12.2011-13:30:18;17;0.06000060000600006
90;2;05.12.2011-13:52:03;4;0.06000060000600006
90;2;06.12.2011-07:50:01;4;0.06000060000600006
90;2;06.12.2011-10:58:14;17;0.06000060000600006
90;4;06.12.2011-11:48:58;22;0.06000060000600006
90;4;06.12.2011-12:19:28;22;0.06000060000600006
90;4;09.12.2011-07:24:01;12;0.06000060000600006
90;2;09.12.2011-07:53:21;12;0.06000060000600006
90;2;09.12.2011-08:51:43;12;0.06000060000600006
90;2;09.12.2011-09:21:35;12;0.06000060000600006
90;2;09.12.2011-13:18:02;12;0.06000060000600006
90;2;12.12.2011-15:42:55;12;0.06000060000600006
90;2;13.12.2011-05:15:05;12;0.06000060000600006
90;2;13.12.2011-07:04:04;12;0.06000060000600006
90;2;13.12.2011-07:13:16;12;0.06000060000600006
90;2;13.12.2011-08:44:26;12;0.06000060000600006
91;3;03.10.2011-11:26:37;29;0.4364043640436404
91;0;03.10.2011-13:38:54;15;0.4364043640436404
91;0;03.10.2011-15:22:34;0;0.4364043640436404
91;1;03.10.2011-15:26:18;0;0.4364043640436404
91;1;10.10.2011-11:06:21;16;0.4364043640436404
91;2;13.10.2011-09:01:05;4;0.4364043640436404
91;4;13.10.2011-09:11:50;0;0.4364043640436404
91;4;13.10.2011-09:12:08;0;0.4364043640436404
91;4;13.10.2011-09:18:38;0;0.4364043640436404
91;4;13.10.2011-09:19:14;0;0.4364043640436404
91;4;13.10.2011-09:19:21;0;0.4364043640436404
91;4;13.10.2011-10:33:13;0;0.4364043640436404
91;4;13.10.2011-10:34:50;0;0.4364043640436404
91;4;13.10.2011-10:35:37;33;0.4364043640436404
91;4;13.10.2011-10:36:01;33;0.4364043640436404
91;4;13.10.2011-10:57:08;0;0.4364043640436404
91;4;13.10.2011-11:17:54;19;0.4364043640436404
91;4;13.10.2011-11:22:06;19;0.4364043640436404
91;2;13.10.2011-14:28:42;4;0.4364043640436404
92;3;03.10.2011-11:37:16;29;0.1000010000100001
93;3;03.10.2011-11:31:16;29;0.06000060000600006
94;0;03.10.2011-13:14:50;15;0.1000010000100001
94;0;03.10.2011-13:41:02;0;0.1000010000100001
94;0;03.10.2011-14:10:39;15;0.1000010000100001
94;1;03.10.2011-14:13:02;15;0.1000010000100001
94;1;10.10.2011-16:36:13;7;0.1000010000100001
94;1;13.10.2011-07:16:42;0;0.1000010000100001
94;2;17.10.2011-18:11:25;21;0.1000010000100001
95;0;03.10.2011-11:59:52;4;0.08400084000840008
95;0;03.10.2011-12:30:11;4;0.08400084000840008
95;0;03.10.2011-12:31:21;4;0.08400084000840008
95;1;03.10.2011-12:34:08;4;0.08400084000840008
95;2;03.10.2011-12:34:41;4;0.08400084000840008
95;4;03.10.2011-12:36:30;4;0.08400084000840008
95;4;03.10.2011-13:07:54;4;0.08400084000840008
95;4;03.10.2011-13:59:56;26;0.08400084000840008
95;4;04.10.2011-06:22:10;2;0.08400084000840008
95;4;04.10.2011-07:47:36;4;0.08400084000840008
95;4;04.10.2011-08:09:50;4;0.08400084000840008
95;4;04.10.2011-08:17:33;4;0.08400084000840008
96;0;03.10.2011-11:53:32;26;0.15000150001500015
96;1;03.10.2011-11:56:48;26;0.15000150001500015
96;1;05.10.2011-14:56:43;32;0.15000150001500015
96;1;11.10.2011-07:58:56;0;0.15000150001500015
96;2;11.10.2011-09:49:21;17;0.15000150001500015
97;0;03.10.2011-13:41:20;15;0.2000020000200002
97;0;04.10.2011-08:02:38;0;0.2000020000200002
97;0;04.10.2011-11:43:28;27;0.2000020000200002
97;0;04.10.2011-15:53:11;28;0.2000020000200002
97;0;05.10.2011-15:55:12;0;0.2000020000200002
97;0;06.10.2011-07:48:49;11;0.2000020000200002
97;0;06.10.2011-18:45:52;15;0.2000020000200002
97;0;06.10.2011-18:54:48;1;0.2000020000200002
97;0;07.10.2011-16:36:10;10;0.2000020000200002
97;0;08.10.2011-09:00:40;0;0.2000020000200002
97;0;03.11.2011-08:15:06;0;0.2000020000200002
98;0;03.10.2011-13:57:37;15;0.2100021000210002
98;1;03.10.2011-13:59:15;15;0.2100021000210002
98;1;10.10.2011-16:35:37;0;0.2100021000210002
98;1;12.10.2011-14:14:28;15;0.2100021000210002
98;1;13.10.2011-04:15:05;11;0.2100021000210002
98;1;13.10.2011-16:15:55;6;0.2100021000210002
98;1;19.10.2011-18:41:51;13;0.2100021000210002
98;1;20.10.2011-17:54:58;40;0.2100021000210002
98;1;28.10.2011-18:52:36;9;0.2100021000210002
98;1;31.10.2011-18:25:06;26;0.2100021000210002
98;1;02.11.2011-18:10:12;9;0.2100021000210002
98;1;03.11.2011-08:15:29;9;0.2100021000210002
99;0;03.10.2011-13:46:51;0;0.05000050000500005
99;0;03.10.2011-14:23:16;0;0.05000050000500005
99;1;03.10.2011-14:28:05;0;0.05000050000500005
99;1;04.10.2011-10:25:51;13;0.05000050000500005
99;1;04.10.2011-10:28:50;13;0.05000050000500005
99;1;11.10.2011-09:03:14;2;0.05000050000500005
99;2;14.10.2011-13:06:18;3;0.05000050000500005
99;4;14.10.2011-17:36:25;1;0.05000050000500005
99;4;14.10.2011-18:20:03;5;0.05000050000500005
99;4;17.10.2011-15:01:38;24;0.05000050000500005
99;4;17.10.2011-15:02:10;24;0.05000050000500005
99;4;17.10.2011-15:35:48;8;0.05000050000500005
99;4;20.10.2011-08:33:35;2;0.05000050000500005
99;4;21.10.2011-07:53:55;2;0.05000050000500005
99;2;21.10.2011-08:32:17;4;0.05000050000500005
99;2;21.10.2011-08:36:36;4;0.05000050000500005
100;0;03.10.2011-13:50:01;0;0.15000150001500015
100;0;04.10.2011-09:34:49;0;0.15000150001500015
100;0;04.10.2011-12:06:00;27;0.15000150001500015
100;1;06.10.2011-17:51:56;33;0.15000150001500015
100;1;06.10.2011-17:56:16;33;0.15000150001500015
100;1;06.10.2011-18:05:54;33;0.15000150001500015
100;1;14.10.2011-07:28:03;6;0.15000150001500015
100;1;19.10.2011-08:35:40;15;0.15000150001500015
100;1;20.10.2011-07:24:56;0;0.15000150001500015
100;2;26.10.2011-10:55:24;17;0.15000150001500015
101;0;03.10.2011-14:15:49;0;0.04000040000400004
101;0;03.10.2011-14:16:41;0;0.04000040000400004
102;0;03.10.2011-12:38:17;3;0.05000050000500005
102;1;03.10.2011-12:39:20;3;0.05000050000500005
102;2;03.10.2011-12:46:56;3;0.05000050000500005
103;3;03.10.2011-13:11:51;29;0.025000250002500026
103;0;03.10.2011-14:21:40;6;0.025000250002500026
103;0;03.10.2011-14:39:40;0;0.025000250002500026
104;3;03.10.2011-13:01:32;6;0.08950089500895009
105;3;03.10.2011-13:18:44;29;0.07500075000750007
106;3;03.10.2011-13:46:16;29;0.2000020000200002
106;3;03.10.2011-13:55:48;29;0.2000020000200002
106;0;03.10.2011-14:00:03;6;0.2000020000200002
106;0;03.10.2011-14:20:43;0;0.2000020000200002
106;0;03.10.2011-14:22:10;6;0.2000020000200002
106;0;03.10.2011-14:26:49;15;0.2000020000200002
106;0;03.10.2011-14:30:24;0;0.2000020000200002
106;0;03.10.2011-15:02:58;0;0.2000020000200002
107;3;03.10.2011-14:20:21;29;0.025000250002500026
108;3;03.10.2011-14:27:40;29;0.05000050000500005
109;3;03.10.2011-14:46:14;29;0.04000040000400004
110;0;03.10.2011-14:47:59;0;0.05000050000500005
110;0;03.10.2011-15:58:56;7;0.05000050000500005
110;0;03.10.2011-16:29:03;0;0.05000050000500005
110;1;10.10.2011-16:45:45;10;0.05000050000500005
110;1;10.10.2011-17:40:59;7;0.05000050000500005
110;1;11.10.2011-09:12:14;2;0.05000050000500005
110;2;13.10.2011-13:53:36;12;0.05000050000500005
110;4;13.10.2011-14:15:05;12;0.05000050000500005
110;4;13.10.2011-16:47:25;7;0.05000050000500005
110;4;13.10.2011-18:50:03;23;0.05000050000500005
110;4;13.10.2011-18:56:52;19;0.05000050000500005
110;4;13.10.2011-19:02:11;23;0.05000050000500005
110;4;18.10.2011-08:04:32;8;0.05000050000500005
110;4;18.10.2011-14:40:22;1;0.05000050000500005
110;4;18.10.2011-16:53:37;13;0.05000050000500005
110;4;18.10.2011-17:59:19;18;0.05000050000500005
110;4;18.10.2011-18:52:47;7;0.05000050000500005
110;4;19.10.2011-09:12:13;0;0.05000050000500005
110;4;20.10.2011-07:30:50;2;0.05000050000500005
110;4;20.10.2011-13:22:16;27;0.05000050000500005
110;4;20.10.2011-17:29:36;19;0.05000050000500005
110;4;20.10.2011-18:13:11;18;0.05000050000500005
110;4;21.10.2011-08:13:51;0;0.05000050000500005
110;4;21.10.2011-12:18:40;0;0.05000050000500005
110;4;21.10.2011-17:25:11;1;0.05000050000500005
110;4;21.10.2011-18:18:58;1;0.05000050000500005
110;4;26.10.2011-08:07:53;0;0.05000050000500005
110;2;26.10.2011-10:04:45;12;0.05000050000500005
110;2;26.10.2011-12:52:44;17;0.05000050000500005
110;4;26.10.2011-15:21:25;22;0.05000050000500005
110;4;27.10.2011-12:09:20;2;0.05000050000500005
110;4;31.10.2011-10:37:14;2;0.05000050000500005
110;2;31.10.2011-12:55:00;12;0.05000050000500005
110;4;31.10.2011-18:20:42;20;0.05000050000500005
110;4;31.10.2011-18:25:38;20;0.05000050000500005
110;4;03.11.2011-07:39:05;2;0.05000050000500005
110;4;07.11.2011-08:16:19;4;0.05000050000500005
110;4;07.11.2011-11:05:07;16;0.05000050000500005
110;2;07.11.2011-13:12:16;12;0.05000050000500005
110;2;07.11.2011-13:21:56;12;0.05000050000500005
111;3;03.10.2011-14:44:37;6;0.15000150001500015
112;3;03.10.2011-14:47:54;29;0.05000050000500005
112;0;03.10.2011-16:08:10;7;0.05000050000500005
112;0;04.10.2011-07:55:51;0;0.05000050000500005
112;0;04.10.2011-07:58:05;0;0.05000050000500005
113;0;03.10.2011-15:04:42;0;0.10600106001060011
113;0;03.10.2011-15:06:39;0;0.10600106001060011
113;1;06.10.2011-08:30:28;27;0.10600106001060011
113;1;11.10.2011-08:23:00;0;0.10600106001060011
113;2;14.10.2011-15:08:32;3;0.10600106001060011
114;0;03.10.2011-17:03:32;7;0.2100021000210002
114;0;04.10.2011-07:24:44;0;0.2100021000210002
114;0;04.10.2011-10:27:34;0;0.2100021000210002
114;0;04.10.2011-12:06:00;28;0.2100021000210002
114;1;11.10.2011-08:09:38;0;0.2100021000210002
114;2;14.10.2011-16:40:21;3;0.2100021000210002
115;0;03.10.2011-17:05:26;7;0.12500125001250012
115;0;04.10.2011-07:27:25;0;0.12500125001250012
115;0;04.10.2011-11:24:55;28;0.12500125001250012
115;0;04.10.2011-15:36:43;28;0.12500125001250012
115;0;05.10.2011-07:43:10;15;0.12500125001250012
115;0;05.10.2011-11:37:00;0;0.12500125001250012
115;0;05.10.2011-16:33:56;10;0.12500125001250012
115;0;06.10.2011-07:57:25;0;0.12500125001250012
115;0;06.10.2011-18:41:49;33;0.12500125001250012
115;0;06.10.2011-18:56:51;0;0.12500125001250012
115;0;07.10.2011-16:38:01;10;0.12500125001250012
115;0;08.10.2011-09:05:58;1;0.12500125001250012
115;0;08.10.2011-13:08:31;1;0.12500125001250012
115;0;08.10.2011-13:16:31;10;0.12500125001250012
115;0;29.10.2011-08:16:22;19;0.12500125001250012
115;0;03.11.2011-08:15:08;19;0.12500125001250012
