case;event;time;event org:resource;case Document Type;case GR-Based Inv. Verif.
288;5;21.02.2018 12:33:00;0;0;1
288;6;21.02.2018 12:33:00;0;0;1
288;2;21.02.2018 12:33:00;32;0;1
288;3;21.02.2018 12:33:00;32;0;1
288;1;21.02.2018 12:33:00;0;0;1
288;7;21.02.2018 12:33:00;1;0;1
288;8;20.03.2018 23:59:00;2;0;1
288;12;17.04.2018 09:14:00;2;0;1
288;9;17.04.2018 09:14:00;1;0;1
288;10;16.07.2018 12:08:00;3;0;1
288;11;19.07.2018 13:16:00;4;0;1
289;0;21.02.2018 13:33:00;0;0;1
289;2;21.02.2018 14:34:00;0;0;1
289;3;21.02.2018 14:34:00;0;0;1
289;4;21.02.2018 14:34:00;0;0;1
289;7;21.02.2018 14:35:00;1;0;1
289;5;21.02.2018 14:35:00;0;0;1
289;6;21.02.2018 14:35:00;0;0;1
289;1;21.02.2018 14:35:00;0;0;1
289;8;27.02.2018 23:59:00;2;0;1
289;9;28.02.2018 11:11:00;1;0;1
289;12;28.02.2018 11:11:00;2;0;1
289;10;26.03.2018 17:07:00;9;0;1
289;11;26.04.2018 11:15:00;4;0;1
289;5;17.01.2019 12:01:00;7;0;1
289;13;17.01.2019 12:01:00;7;0;1
290;0;21.02.2018 16:17:00;0;0;0
290;6;21.02.2018 17:17:00;0;0;0
290;1;21.02.2018 17:17:00;0;0;0
290;3;21.02.2018 17:17:00;0;0;0
290;2;21.02.2018 17:17:00;0;0;0
290;4;21.02.2018 17:17:00;0;0;0
290;7;21.02.2018 17:21:00;1;0;0
290;5;21.02.2018 17:21:00;0;0;0
290;8;23.02.2018 23:59:00;2;0;0
290;9;27.02.2018 10:57:00;1;0;0
290;10;03.10.2018 10:22:00;5;0;0
290;11;26.04.2018 11:12:00;4;0;0
291;0;21.02.2018 16:17:00;0;0;1
291;4;21.02.2018 17:17:00;0;0;1
291;1;21.02.2018 17:17:00;0;0;1
291;2;21.02.2018 17:17:00;0;0;1
291;3;21.02.2018 17:17:00;0;0;1
291;6;21.02.2018 17:17:00;0;0;1
291;5;21.02.2018 17:21:00;0;0;1
291;7;21.02.2018 17:21:00;1;0;1
291;8;26.02.2018 23:59:00;2;0;1
291;9;28.02.2018 11:27:00;1;0;1
291;10;04.03.2018 12:24:00;9;0;1
291;11;26.04.2018 11:12:00;4;0;1
292;0;21.02.2018 17:18:00;0;0;1
292;6;21.02.2018 18:18:00;0;0;1
292;7;21.02.2018 18:18:00;1;0;1
292;5;21.02.2018 18:18:00;0;0;1
292;4;21.02.2018 18:18:00;0;0;1
292;2;21.02.2018 18:18:00;0;0;1
292;3;21.02.2018 18:18:00;0;0;1
292;1;21.02.2018 18:18:00;0;0;1
292;8;26.02.2018 23:59:00;2;0;1
292;12;27.02.2018 11:47:00;2;0;1
292;9;27.02.2018 11:47:00;1;0;1
292;10;03.06.2018 17:09:00;14;0;1
292;11;29.03.2018 15:09:00;4;0;1
292;5;17.01.2019 12:01:00;7;0;1
292;13;17.01.2019 12:02:00;7;0;1
293;0;22.02.2018 08:50:00;0;0;1
293;3;22.02.2018 09:50:00;0;0;1
293;4;22.02.2018 09:50:00;0;0;1
293;2;22.02.2018 09:50:00;0;0;1
293;1;22.02.2018 09:50:00;0;0;1
293;6;22.02.2018 09:50:00;0;0;1
293;7;22.02.2018 09:54:00;1;0;1
293;5;22.02.2018 09:54:00;0;0;1
293;12;26.02.2018 09:54:00;2;0;1
293;9;26.02.2018 09:54:00;1;0;1
293;10;09.06.2018 02:23:00;24;0;1
294;0;23.02.2018 09:30:00;0;0;1
294;6;23.02.2018 10:30:00;0;0;1
294;7;23.02.2018 10:30:00;1;0;1
294;5;23.02.2018 10:30:00;0;0;1
294;3;23.02.2018 10:30:00;0;0;1
294;4;23.02.2018 10:30:00;0;0;1
294;1;23.02.2018 10:30:00;0;0;1
294;2;23.02.2018 10:30:00;0;0;1
294;8;23.02.2018 23:59:00;2;0;1
294;15;23.02.2018 23:59:00;2;0;1
294;9;26.02.2018 11:47:00;1;0;1
294;12;26.02.2018 11:47:00;2;0;1
294;10;26.02.2018 13:06:00;0;0;1
294;11;15.03.2018 14:13:00;6;0;1
294;16;11.05.2018 13:01:00;5;0;1
294;10;11.05.2018 13:02:00;5;0;1
294;11;11.05.2018 13:03:00;5;0;1
294;8;11.09.2018 23:59:00;2;0;1
294;15;11.09.2018 23:59:00;2;0;1
294;16;11.12.2018 09:47:00;17;0;1
294;10;11.12.2018 09:58:00;17;0;1
294;11;29.11.2018 16:15:00;4;0;1
294;5;17.01.2019 12:02:00;7;0;1
295;0;23.02.2018 12:07:00;0;0;0
295;1;23.02.2018 13:07:00;0;0;0
295;4;23.02.2018 13:07:00;0;0;0
295;3;23.02.2018 13:07:00;0;0;0
295;2;23.02.2018 13:07:00;0;0;0
295;5;23.02.2018 13:07:00;0;0;0
295;6;23.02.2018 13:07:00;0;0;0
295;7;23.02.2018 13:07:00;1;0;0
295;8;03.01.2018 23:59:00;2;0;0
295;9;28.03.2018 12:47:00;1;0;0
295;10;04.03.2018 12:07:00;9;0;0
295;11;26.04.2018 11:11:00;4;0;0
296;0;23.02.2018 12:10:00;0;0;0
296;6;23.02.2018 13:10:00;0;0;0
296;7;23.02.2018 13:10:00;1;0;0
296;5;23.02.2018 13:10:00;0;0;0
296;1;23.02.2018 13:10:00;0;0;0
296;4;23.02.2018 13:10:00;0;0;0
296;2;23.02.2018 13:10:00;0;0;0
296;3;23.02.2018 13:10:00;0;0;0
296;8;23.02.2018 23:59:00;2;0;0
296;9;27.02.2018 16:22:00;1;0;0
296;10;04.03.2018 15:49:00;3;0;0
296;11;19.04.2018 14:47:00;4;0;0
297;0;23.02.2018 13:35:00;0;0;0
297;7;23.02.2018 14:35:00;1;0;0
297;1;23.02.2018 14:35:00;0;0;0
297;6;23.02.2018 14:35:00;0;0;0
297;5;23.02.2018 14:35:00;0;0;0
297;2;23.02.2018 14:35:00;0;0;0
297;3;23.02.2018 14:35:00;0;0;0
297;4;23.02.2018 14:35:00;0;0;0
297;8;23.02.2018 23:59:00;2;0;0
297;9;28.02.2018 13:20:00;1;0;0
297;10;20.03.2018 08:09:00;17;0;0
297;11;04.05.2018 15:51:00;4;0;0
298;0;23.02.2018 17:28:00;0;0;1
298;1;23.02.2018 18:28:00;0;0;1
298;4;23.02.2018 18:28:00;0;0;1
298;3;23.02.2018 18:28:00;0;0;1
298;2;23.02.2018 18:28:00;0;0;1
298;5;23.02.2018 18:28:00;0;0;1
298;6;23.02.2018 18:28:00;0;0;1
298;7;23.02.2018 18:28:00;1;0;1
298;8;26.02.2018 23:59:00;2;0;1
298;9;03.02.2018 11:48:00;1;0;1
298;10;19.03.2018 14:41:00;9;0;1
298;11;04.05.2018 15:48:00;4;0;1
299;0;23.02.2018 17:28:00;0;0;1
299;1;23.02.2018 18:28:00;0;0;1
299;7;23.02.2018 18:28:00;1;0;1
299;6;23.02.2018 18:28:00;0;0;1
299;5;23.02.2018 18:28:00;0;0;1
299;2;23.02.2018 18:28:00;0;0;1
299;3;23.02.2018 18:28:00;0;0;1
299;4;23.02.2018 18:28:00;0;0;1
299;8;26.02.2018 23:59:00;2;0;1
299;9;03.02.2018 11:48:00;1;0;1
299;10;19.03.2018 14:41:00;9;0;1
299;11;04.05.2018 15:48:00;4;0;1
300;0;26.02.2018 10:50:00;0;0;1
300;1;26.02.2018 11:50:00;0;0;1
300;5;26.02.2018 11:50:00;0;0;1
300;7;26.02.2018 11:50:00;1;0;1
300;2;26.02.2018 11:50:00;0;0;1
300;6;26.02.2018 11:50:00;0;0;1
300;3;26.02.2018 11:50:00;0;0;1
300;4;26.02.2018 11:50:00;0;0;1
300;15;03.01.2018 23:59:00;2;0;1
300;8;03.01.2018 23:59:00;2;0;1
300;9;19.03.2018 11:28:00;1;0;1
300;12;19.03.2018 11:28:00;2;0;1
300;10;19.03.2018 12:56:00;0;0;1
300;11;04.05.2018 15:48:00;4;0;1
300;9;26.06.2018 11:13:00;1;0;1
300;12;26.06.2018 11:13:00;2;0;1
300;16;20.07.2018 17:13:00;3;0;1
300;10;20.07.2018 17:15:00;3;0;1
300;11;20.07.2018 17:16:00;3;0;1
300;8;15.11.2018 23:59:00;2;0;1
300;9;18.12.2018 10:00:00;1;0;1
300;12;18.12.2018 10:00:00;2;0;1
300;10;19.12.2018 14:44:00;15;0;1
300;11;01.10.2019 15:42:00;4;0;1
301;0;26.02.2018 14:19:00;0;0;1
301;6;26.02.2018 15:20:00;0;0;1
301;2;26.02.2018 15:20:00;0;0;1
301;3;26.02.2018 15:20:00;0;0;1
301;5;26.02.2018 15:20:00;0;0;1
301;7;26.02.2018 15:20:00;1;0;1
301;4;26.02.2018 15:20:00;0;0;1
301;1;26.02.2018 15:20:00;0;0;1
301;8;22.03.2018 23:59:00;2;0;1
301;15;22.03.2018 23:59:00;2;0;1
301;12;16.04.2018 15:12:00;2;0;1
301;9;16.04.2018 15:12:00;1;0;1
301;10;16.04.2018 15:21:00;11;0;1
301;11;05.09.2018 14:09:00;4;0;1
301;16;11.06.2018 09:59:00;20;0;1
301;10;11.06.2018 10:03:00;20;0;1
301;11;11.06.2018 10:04:00;20;0;1
301;18;11.12.2018 09:27:00;17;0;1
302;0;26.02.2018 17:43:00;0;0;1
302;6;26.02.2018 18:43:00;0;0;1
302;7;26.02.2018 18:43:00;1;0;1
302;4;26.02.2018 18:43:00;0;0;1
302;3;26.02.2018 18:43:00;0;0;1
302;1;26.02.2018 18:43:00;0;0;1
302;2;26.02.2018 18:43:00;0;0;1
302;5;26.02.2018 18:43:00;0;0;1
302;8;27.02.2018 23:59:00;2;0;1
302;9;28.02.2018 11:14:00;1;0;1
302;12;28.02.2018 11:14:00;2;0;1
302;10;03.08.2018 13:14:00;9;0;1
302;11;29.03.2018 15:09:00;4;0;1
302;5;17.01.2019 12:02:00;7;0;1
302;13;17.01.2019 12:02:00;7;0;1
303;0;27.02.2018 07:48:00;0;0;0
303;6;27.02.2018 08:48:00;0;0;0
303;2;27.02.2018 08:48:00;0;0;0
303;7;27.02.2018 08:48:00;1;0;0
303;1;27.02.2018 08:48:00;0;0;0
303;4;27.02.2018 08:48:00;0;0;0
303;3;27.02.2018 08:48:00;0;0;0
303;5;27.02.2018 08:48:00;0;0;0
303;8;27.02.2018 23:59:00;2;0;0
303;9;03.02.2018 11:02:00;1;0;0
303;10;19.03.2018 10:58:00;14;0;0
303;11;04.05.2018 15:49:00;4;0;0
304;0;27.02.2018 08:28:00;0;0;0
304;4;27.02.2018 09:28:00;0;0;0
304;3;27.02.2018 09:28:00;0;0;0
304;6;27.02.2018 09:28:00;0;0;0
304;2;27.02.2018 09:28:00;0;0;0
304;1;27.02.2018 09:29:00;0;0;0
304;7;27.02.2018 09:31:00;1;0;0
304;5;27.02.2018 09:31:00;0;0;0
304;8;27.02.2018 23:59:00;2;0;0
304;9;03.06.2018 07:39:00;1;0;0
304;10;19.03.2018 10:57:00;14;0;0
304;11;04.05.2018 15:49:00;4;0;0
305;0;27.02.2018 08:28:00;0;0;0
305;3;27.02.2018 09:28:00;0;0;0
305;2;27.02.2018 09:28:00;0;0;0
305;6;27.02.2018 09:28:00;0;0;0
305;4;27.02.2018 09:28:00;0;0;0
305;1;27.02.2018 09:29:00;0;0;0
305;5;27.02.2018 09:31:00;0;0;0
305;7;27.02.2018 09:31:00;1;0;0
305;8;27.02.2018 23:59:00;2;0;0
305;9;03.06.2018 07:39:00;1;0;0
305;10;19.03.2018 10:57:00;14;0;0
305;11;04.05.2018 15:49:00;4;0;0
306;0;27.02.2018 08:28:00;0;0;0
306;4;27.02.2018 09:28:00;0;0;0
306;3;27.02.2018 09:28:00;0;0;0
306;2;27.02.2018 09:28:00;0;0;0
306;6;27.02.2018 09:28:00;0;0;0
306;1;27.02.2018 09:29:00;0;0;0
306;7;27.02.2018 09:31:00;1;0;0
306;5;27.02.2018 09:31:00;0;0;0
306;8;27.02.2018 23:59:00;2;0;0
306;9;03.06.2018 07:39:00;1;0;0
306;10;19.03.2018 10:57:00;14;0;0
306;11;04.05.2018 15:49:00;4;0;0
307;0;27.02.2018 08:28:00;0;0;0
307;3;27.02.2018 09:28:00;0;0;0
307;2;27.02.2018 09:28:00;0;0;0
307;6;27.02.2018 09:28:00;0;0;0
307;4;27.02.2018 09:28:00;0;0;0
307;1;27.02.2018 09:29:00;0;0;0
307;7;27.02.2018 09:31:00;1;0;0
307;5;27.02.2018 09:31:00;0;0;0
307;8;27.02.2018 23:59:00;2;0;0
307;9;03.06.2018 07:39:00;1;0;0
307;10;19.03.2018 10:57:00;14;0;0
307;11;04.05.2018 15:49:00;4;0;0
308;0;27.02.2018 08:29:00;0;0;0
308;3;27.02.2018 09:29:00;0;0;0
308;4;27.02.2018 09:29:00;0;0;0
308;2;27.02.2018 09:29:00;0;0;0
308;6;27.02.2018 09:30:00;0;0;0
308;1;27.02.2018 09:30:00;0;0;0
308;5;27.02.2018 09:31:00;0;0;0
308;7;27.02.2018 09:31:00;1;0;0
308;8;27.02.2018 23:59:00;2;0;0
308;9;03.05.2018 10:49:00;1;0;0
308;10;04.03.2018 12:19:00;9;0;0
308;11;26.04.2018 11:11:00;4;0;0
309;8;12.05.2017 23:59:00;2;0;1
309;0;27.02.2018 09:03:00;0;0;1
309;4;27.02.2018 10:03:00;0;0;1
309;7;27.02.2018 10:03:00;1;0;1
309;3;27.02.2018 10:03:00;0;0;1
309;2;27.02.2018 10:03:00;0;0;1
309;1;27.02.2018 10:03:00;0;0;1
309;5;27.02.2018 10:03:00;0;0;1
309;6;27.02.2018 10:03:00;0;0;1
309;9;04.10.2018 07:21:00;1;0;1
309;12;04.10.2018 07:21:00;2;0;1
309;10;04.10.2018 13:11:00;0;0;1
309;11;04.12.2018 14:08:00;4;0;1
309;5;17.01.2019 12:02:00;7;0;1
310;0;27.02.2018 09:49:00;0;0;0
310;5;27.02.2018 10:49:00;0;0;0
310;2;27.02.2018 10:49:00;0;0;0
310;1;27.02.2018 10:49:00;0;0;0
310;3;27.02.2018 10:49:00;0;0;0
310;4;27.02.2018 10:49:00;0;0;0
310;6;27.02.2018 10:49:00;0;0;0
310;7;27.02.2018 10:49:00;1;0;0
310;8;03.01.2018 23:59:00;2;0;0
310;9;03.09.2018 08:47:00;1;0;0
310;10;15.03.2018 15:43:00;9;0;0
310;11;04.05.2018 15:48:00;4;0;0
311;8;02.01.2018 23:59:00;2;0;1
311;8;02.10.2018 23:59:00;2;0;1
311;0;27.02.2018 10:41:00;0;0;1
311;2;27.02.2018 11:41:00;0;0;1
311;1;27.02.2018 11:41:00;0;0;1
311;6;27.02.2018 11:41:00;0;0;1
311;7;27.02.2018 11:41:00;1;0;1
311;5;27.02.2018 11:41:00;0;0;1
311;3;27.02.2018 11:41:00;0;0;1
311;4;27.02.2018 11:41:00;0;0;1
311;12;03.07.2018 09:52:00;2;0;1
311;9;03.07.2018 09:52:00;1;0;1
311;10;03.07.2018 10:37:00;8;0;1
311;12;22.03.2018 16:40:00;2;0;1
311;9;22.03.2018 16:40:00;1;0;1
311;10;22.03.2018 16:48:00;8;0;1
311;8;04.01.2018 23:59:00;2;0;1
311;11;04.05.2018 15:49:00;4;0;1
311;8;04.10.2018 23:59:00;2;0;1
311;8;05.01.2018 23:59:00;2;0;1
311;12;22.05.2018 15:27:00;2;0;1
311;9;22.05.2018 15:27:00;1;0;1
311;10;24.05.2018 13:28:00;11;0;1
311;11;06.07.2018 13:11:00;4;0;1
311;9;06.12.2018 10:42:00;1;0;1
311;12;06.12.2018 10:42:00;2;0;1
311;9;06.12.2018 10:44:00;1;0;1
311;12;06.12.2018 10:44:00;2;0;1
311;10;19.06.2018 09:28:00;5;0;1
311;10;19.06.2018 17:17:00;5;0;1
311;11;22.06.2018 11:10:00;4;0;1
311;8;07.10.2018 23:59:00;2;0;1
311;8;08.10.2018 23:59:00;2;0;1
311;9;09.06.2018 15:32:00;1;0;1
311;12;09.06.2018 15:32:00;2;0;1
311;12;09.06.2018 15:38:00;2;0;1
311;9;09.06.2018 15:38:00;1;0;1
311;10;09.07.2018 08:36:00;3;0;1
311;10;09.10.2018 09:23:00;11;0;1
311;11;13.09.2018 16:41:00;4;0;1
311;11;10.04.2018 16:48:00;4;0;1
311;8;11.10.2018 23:59:00;2;0;1
311;8;12.01.2018 23:59:00;2;0;1
311;9;12.08.2018 18:46:00;1;0;1
311;12;12.08.2018 18:46:00;2;0;1
311;8;12.10.2018 23:59:00;2;0;1
311;10;12.12.2018 07:15:00;3;0;1
311;11;01.10.2019 15:43:00;4;0;1
311;12;14.01.2019 17:04:00;2;0;1
311;9;14.01.2019 17:04:00;1;0;1
311;9;14.01.2019 17:04:00;1;0;1
311;12;14.01.2019 17:04:00;2;0;1
311;10;14.01.2019 17:48:00;14;0;1
311;10;15.01.2019 10:12:00;5;0;1
311;11;17.01.2019 14:40:00;4;0;1
312;0;27.02.2018 16:04:00;0;0;0
312;1;27.02.2018 17:04:00;0;0;0
312;7;27.02.2018 17:04:00;1;0;0
312;5;27.02.2018 17:04:00;0;0;0
312;4;27.02.2018 17:04:00;0;0;0
312;3;27.02.2018 17:04:00;0;0;0
312;2;27.02.2018 17:04:00;0;0;0
312;6;27.02.2018 17:04:00;0;0;0
312;9;03.09.2018 15:23:00;1;0;0
312;8;03.09.2018 23:59:00;2;0;0
312;10;27.03.2018 12:38:00;15;0;0
312;11;24.05.2018 13:32:00;4;0;0
313;0;27.02.2018 15:29:00;0;0;0
313;2;27.02.2018 16:29:00;0;0;0
313;3;27.02.2018 16:29:00;0;0;0
313;1;27.02.2018 16:29:00;0;0;0
313;6;27.02.2018 16:29:00;0;0;0
313;7;27.02.2018 16:29:00;1;0;0
313;5;27.02.2018 16:29:00;0;0;0
313;4;27.02.2018 16:29:00;0;0;0
313;8;03.08.2018 23:59:00;2;0;0
313;9;19.03.2018 13:39:00;1;0;0
313;10;23.03.2018 12:48:00;14;0;0
313;11;28.06.2018 14:02:00;4;0;0
314;0;27.02.2018 16:04:00;0;0;0
314;6;27.02.2018 17:04:00;0;0;0
314;2;27.02.2018 17:04:00;0;0;0
314;5;27.02.2018 17:04:00;0;0;0
314;1;27.02.2018 17:04:00;0;0;0
314;3;27.02.2018 17:04:00;0;0;0
314;7;27.02.2018 17:04:00;1;0;0
314;4;27.02.2018 17:04:00;0;0;0
314;8;28.02.2018 23:59:00;2;0;0
314;9;03.05.2018 14:15:00;1;0;0
314;10;04.03.2018 12:12:00;9;0;0
314;11;26.04.2018 11:11:00;4;0;0
315;0;28.02.2018 09:54:00;0;0;0
315;1;28.02.2018 10:54:00;0;0;0
315;6;28.02.2018 10:54:00;0;0;0
315;5;28.02.2018 10:54:00;0;0;0
315;2;28.02.2018 10:54:00;0;0;0
315;3;28.02.2018 10:54:00;0;0;0
315;4;28.02.2018 10:54:00;0;0;0
315;7;28.02.2018 10:54:00;1;0;0
315;9;03.06.2018 15:01:00;1;0;0
315;8;03.07.2018 23:59:00;2;0;0
315;10;13.03.2018 10:25:00;9;0;0
315;11;29.03.2018 15:08:00;4;0;0
316;0;28.02.2018 14:49:00;0;0;0
316;6;28.02.2018 15:49:00;0;0;0
316;4;28.02.2018 15:49:00;0;0;0
316;3;28.02.2018 15:49:00;0;0;0
316;2;28.02.2018 15:49:00;0;0;0
316;5;28.02.2018 15:49:00;0;0;0
316;1;28.02.2018 15:49:00;0;0;0
316;7;28.02.2018 15:49:00;1;0;0
316;8;03.01.2018 23:59:00;2;0;0
316;9;03.07.2018 10:13:00;1;0;0
316;10;15.03.2018 13:04:00;9;0;0
316;11;04.05.2018 15:49:00;4;0;0
317;0;28.02.2018 14:49:00;0;0;0
317;4;28.02.2018 15:49:00;0;0;0
317;3;28.02.2018 15:49:00;0;0;0
317;2;28.02.2018 15:49:00;0;0;0
317;5;28.02.2018 15:49:00;0;0;0
317;6;28.02.2018 15:49:00;0;0;0
317;1;28.02.2018 15:49:00;0;0;0
317;7;28.02.2018 15:49:00;1;0;0
317;8;03.01.2018 23:59:00;2;0;0
317;9;03.07.2018 10:13:00;1;0;0
317;10;15.03.2018 13:04:00;9;0;0
317;11;04.05.2018 15:49:00;4;0;0
318;0;28.02.2018 14:49:00;0;0;0
318;4;28.02.2018 15:49:00;0;0;0
318;3;28.02.2018 15:49:00;0;0;0
318;2;28.02.2018 15:49:00;0;0;0
318;5;28.02.2018 15:49:00;0;0;0
318;6;28.02.2018 15:49:00;0;0;0
318;1;28.02.2018 15:49:00;0;0;0
318;7;28.02.2018 15:49:00;1;0;0
318;8;03.01.2018 23:59:00;2;0;0
318;9;03.07.2018 10:13:00;1;0;0
318;10;15.03.2018 13:04:00;9;0;0
318;11;04.05.2018 15:49:00;4;0;0
319;0;28.02.2018 14:49:00;0;0;0
319;4;28.02.2018 15:49:00;0;0;0
319;3;28.02.2018 15:49:00;0;0;0
319;2;28.02.2018 15:49:00;0;0;0
319;5;28.02.2018 15:49:00;0;0;0
319;6;28.02.2018 15:49:00;0;0;0
319;1;28.02.2018 15:49:00;0;0;0
319;7;28.02.2018 15:49:00;1;0;0
319;8;03.01.2018 23:59:00;2;0;0
319;9;03.07.2018 10:13:00;1;0;0
319;10;15.03.2018 13:04:00;9;0;0
319;11;04.05.2018 15:49:00;4;0;0
320;0;28.02.2018 14:49:00;0;0;0
320;4;28.02.2018 15:49:00;0;0;0
320;3;28.02.2018 15:49:00;0;0;0
320;2;28.02.2018 15:49:00;0;0;0
320;5;28.02.2018 15:49:00;0;0;0
320;6;28.02.2018 15:49:00;0;0;0
320;1;28.02.2018 15:49:00;0;0;0
320;7;28.02.2018 15:49:00;1;0;0
320;8;03.01.2018 23:59:00;2;0;0
320;9;03.07.2018 10:13:00;1;0;0
320;10;15.03.2018 13:04:00;9;0;0
320;11;04.05.2018 15:49:00;4;0;0
321;0;28.02.2018 14:49:00;0;0;0
321;4;28.02.2018 15:49:00;0;0;0
321;3;28.02.2018 15:49:00;0;0;0
321;2;28.02.2018 15:49:00;0;0;0
321;5;28.02.2018 15:49:00;0;0;0
321;6;28.02.2018 15:49:00;0;0;0
321;1;28.02.2018 15:49:00;0;0;0
321;7;28.02.2018 15:49:00;1;0;0
321;8;03.01.2018 23:59:00;2;0;0
321;9;03.07.2018 10:13:00;1;0;0
321;10;15.03.2018 13:04:00;9;0;0
321;11;04.05.2018 15:49:00;4;0;0
322;0;28.02.2018 14:49:00;0;0;0
322;4;28.02.2018 15:49:00;0;0;0
322;3;28.02.2018 15:49:00;0;0;0
322;2;28.02.2018 15:49:00;0;0;0
322;5;28.02.2018 15:49:00;0;0;0
322;6;28.02.2018 15:49:00;0;0;0
322;1;28.02.2018 15:49:00;0;0;0
322;7;28.02.2018 15:49:00;1;0;0
322;8;03.01.2018 23:59:00;2;0;0
322;9;03.07.2018 10:13:00;1;0;0
322;10;15.03.2018 13:04:00;9;0;0
322;11;04.05.2018 15:49:00;4;0;0
323;0;28.02.2018 14:49:00;0;0;0
323;4;28.02.2018 15:49:00;0;0;0
323;3;28.02.2018 15:49:00;0;0;0
323;2;28.02.2018 15:49:00;0;0;0
323;5;28.02.2018 15:49:00;0;0;0
323;6;28.02.2018 15:49:00;0;0;0
323;1;28.02.2018 15:49:00;0;0;0
323;7;28.02.2018 15:49:00;1;0;0
323;8;03.01.2018 23:59:00;2;0;0
323;9;03.07.2018 10:13:00;1;0;0
323;10;15.03.2018 13:04:00;9;0;0
323;11;04.05.2018 15:49:00;4;0;0
324;0;28.02.2018 15:55:00;0;0;1
324;7;28.02.2018 16:55:00;1;0;1
324;1;28.02.2018 16:55:00;0;0;1
324;3;28.02.2018 16:55:00;0;0;1
324;2;28.02.2018 16:55:00;0;0;1
324;6;28.02.2018 16:55:00;0;0;1
324;5;28.02.2018 16:55:00;0;0;1
324;4;28.02.2018 16:55:00;0;0;1
324;8;03.02.2018 23:59:00;2;0;1
324;9;03.05.2018 16:02:00;1;0;1
324;12;03.05.2018 16:02:00;2;0;1
324;10;03.06.2018 13:12:00;9;0;1
324;11;22.03.2018 13:32:00;6;0;1
325;0;28.02.2018 15:54:00;0;0;1
325;5;28.02.2018 16:55:00;0;0;1
325;2;28.02.2018 16:55:00;0;0;1
325;7;28.02.2018 16:55:00;1;0;1
325;6;28.02.2018 16:55:00;0;0;1
325;1;28.02.2018 16:55:00;0;0;1
325;4;28.02.2018 16:55:00;0;0;1
325;3;28.02.2018 16:55:00;0;0;1
325;9;28.02.2018 19:57:00;1;0;1
325;12;28.02.2018 19:57:00;2;0;1
325;8;28.02.2018 23:59:00;2;0;1
325;10;13.03.2018 14:46:00;8;0;1
325;11;22.03.2018 13:31:00;6;0;1
325;8;11.09.2018 23:59:00;2;0;1
325;15;11.09.2018 23:59:00;2;0;1
325;16;11.12.2018 09:56:00;17;0;1
325;10;11.12.2018 09:57:00;17;0;1
325;11;29.11.2018 16:15:00;4;0;1
326;0;28.02.2018 15:55:00;0;0;1
326;7;28.02.2018 16:55:00;1;0;1
326;5;28.02.2018 16:55:00;0;0;1
326;3;28.02.2018 16:55:00;0;0;1
326;6;28.02.2018 16:55:00;0;0;1
326;2;28.02.2018 16:55:00;0;0;1
326;1;28.02.2018 16:55:00;0;0;1
326;4;28.02.2018 16:55:00;0;0;1
326;8;28.02.2018 23:59:00;2;0;1
326;12;03.01.2018 13:00:00;2;0;1
326;9;03.01.2018 13:00:00;1;0;1
326;10;26.03.2018 14:08:00;20;0;1
326;11;26.04.2018 11:16:00;4;0;1
327;0;03.01.2018 10:30:00;0;0;1
327;4;03.01.2018 11:30:00;0;0;1
327;2;03.01.2018 11:30:00;0;0;1
327;5;03.01.2018 11:30:00;0;0;1
327;6;03.01.2018 11:30:00;0;0;1
327;1;03.01.2018 11:30:00;0;0;1
327;7;03.01.2018 11:30:00;1;0;1
327;3;03.01.2018 11:30:00;0;0;1
327;12;03.06.2018 14:31:00;2;0;1
327;9;03.06.2018 14:31:00;1;0;1
327;8;03.06.2018 23:59:00;2;0;1
327;10;04.09.2018 10:56:00;15;0;1
327;11;06.07.2018 13:12:00;4;0;1
328;0;03.01.2018 11:26:00;0;0;1
328;2;03.01.2018 12:26:00;0;0;1
328;4;03.01.2018 12:26:00;0;0;1
328;3;03.01.2018 12:26:00;0;0;1
328;1;03.01.2018 12:27:00;0;0;1
328;6;03.01.2018 12:27:00;0;0;1
328;5;03.01.2018 12:29:00;0;0;1
328;7;03.01.2018 12:29:00;1;0;1
328;8;03.07.2018 23:59:00;2;0;1
328;12;16.03.2018 07:53:00;2;0;1
328;9;16.03.2018 07:53:00;1;0;1
328;10;26.03.2018 12:31:00;3;0;1
328;11;05.09.2018 14:12:00;4;0;1
329;0;03.01.2018 12:08:00;0;0;1
329;1;03.01.2018 13:08:00;0;0;1
329;2;03.01.2018 13:08:00;0;0;1
329;4;03.01.2018 13:08:00;0;0;1
329;5;03.01.2018 13:08:00;0;0;1
329;6;03.01.2018 13:08:00;0;0;1
329;7;03.01.2018 13:08:00;1;0;1
329;3;03.01.2018 13:08:00;0;0;1
329;8;29.03.2018 23:59:00;2;0;1
329;8;30.04.2018 23:59:00;2;0;1
329;12;16.05.2018 14:03:00;2;0;1
329;9;16.05.2018 14:03:00;1;0;1
329;10;18.05.2018 14:37:00;15;0;1
329;11;24.05.2018 13:33:00;4;0;1
329;12;16.07.2018 15:57:00;2;0;1
329;9;16.07.2018 15:57:00;1;0;1
329;10;16.07.2018 16:41:00;17;0;1
329;11;19.07.2018 13:16:00;4;0;1
330;0;03.01.2018 12:10:00;0;0;1
330;2;03.01.2018 13:10:00;0;0;1
330;5;03.01.2018 13:10:00;0;0;1
330;6;03.01.2018 13:10:00;0;0;1
330;1;03.01.2018 13:10:00;0;0;1
330;7;03.01.2018 13:10:00;1;0;1
